CITY_STATE,CITY,STATE,POPULATION,CITY_RANK,ZIPCODE
"San Diego, CA",San Diego,CA,1388320,8,92130
"San Diego, CA",San Diego,CA,1388320,8,92131
"San Diego, CA",San Diego,CA,1388320,8,92132
"San Diego, CA",San Diego,CA,1388320,8,92134
"San Diego, CA",San Diego,CA,1388320,8,92136
"San Diego, CA",San Diego,CA,1388320,8,92139
"San Diego, CA",San Diego,CA,1388320,8,92140
"San Diego, CA",San Diego,CA,1388320,8,92145
"San Diego, CA",San Diego,CA,1388320,8,92147
"San Diego, CA",San Diego,CA,1388320,8,92154
"San Diego, CA",San Diego,CA,1388320,8,92161
"San Diego, CA",San Diego,CA,1388320,8,92173
"San Diego, CA",San Diego,CA,1388320,8,92182
"Dallas, TX",Dallas,TX,1302868,9,75088
"Dallas, TX",Dallas,TX,1302868,9,75201
"Dallas, TX",Dallas,TX,1302868,9,75202
"Dallas, TX",Dallas,TX,1302868,9,75203
"Dallas, TX",Dallas,TX,1302868,9,75204
"Dallas, TX",Dallas,TX,1302868,9,75206
"Dallas, TX",Dallas,TX,1302868,9,75207
"Dallas, TX",Dallas,TX,1302868,9,75208
"Dallas, TX",Dallas,TX,1302868,9,75209
"Dallas, TX",Dallas,TX,1302868,9,75210
"Dallas, TX",Dallas,TX,1302868,9,75211
"Dallas, TX",Dallas,TX,1302868,9,75212
"Dallas, TX",Dallas,TX,1302868,9,75214
"Dallas, TX",Dallas,TX,1302868,9,75215
"Dallas, TX",Dallas,TX,1302868,9,75216
"Dallas, TX",Dallas,TX,1302868,9,75217
"Dallas, TX",Dallas,TX,1302868,9,75218
"Dallas, TX",Dallas,TX,1302868,9,75219
"Dallas, TX",Dallas,TX,1302868,9,75220
"Dallas, TX",Dallas,TX,1302868,9,75223
"Dallas, TX",Dallas,TX,1302868,9,75224
"Dallas, TX",Dallas,TX,1302868,9,75226
"Dallas, TX",Dallas,TX,1302868,9,75227
"Dallas, TX",Dallas,TX,1302868,9,75228
"Dallas, TX",Dallas,TX,1302868,9,75229
"Dallas, TX",Dallas,TX,1302868,9,75230
"Dallas, TX",Dallas,TX,1302868,9,75231
"Dallas, TX",Dallas,TX,1302868,9,75232
"Dallas, TX",Dallas,TX,1302868,9,75233
"Dallas, TX",Dallas,TX,1302868,9,75235
"Dallas, TX",Dallas,TX,1302868,9,75236
"Dallas, TX",Dallas,TX,1302868,9,75237
"Dallas, TX",Dallas,TX,1302868,9,75238
"Dallas, TX",Dallas,TX,1302868,9,75240
"Dallas, TX",Dallas,TX,1302868,9,75241
"Dallas, TX",Dallas,TX,1302868,9,75243
"Dallas, TX",Dallas,TX,1302868,9,75244
"Dallas, TX",Dallas,TX,1302868,9,75246
"Dallas, TX",Dallas,TX,1302868,9,75247
"Dallas, TX",Dallas,TX,1302868,9,75248
"Dallas, TX",Dallas,TX,1302868,9,75249
"Dallas, TX",Dallas,TX,1302868,9,75251
"Dallas, TX",Dallas,TX,1302868,9,75252
"Dallas, TX",Dallas,TX,1302868,9,75253
"Dallas, TX",Dallas,TX,1302868,9,75254
"Dallas, TX",Dallas,TX,1302868,9,75270
"Dallas, TX",Dallas,TX,1302868,9,75287
"Dallas, TX",Dallas,TX,1302868,9,75390
"Jacksonville, FL",Jacksonville,FL,985843,10,32202
"Jacksonville, FL",Jacksonville,FL,985843,10,32203
"Jacksonville, FL",Jacksonville,FL,985843,10,32204
"Jacksonville, FL",Jacksonville,FL,985843,10,32205
"Jacksonville, FL",Jacksonville,FL,985843,10,32206
"Jacksonville, FL",Jacksonville,FL,985843,10,32207
"Jacksonville, FL",Jacksonville,FL,985843,10,32208
"Jacksonville, FL",Jacksonville,FL,985843,10,32209
"Jacksonville, FL",Jacksonville,FL,985843,10,32210
"Jacksonville, FL",Jacksonville,FL,985843,10,32211
"Jacksonville, FL",Jacksonville,FL,985843,10,32212
"Jacksonville, FL",Jacksonville,FL,985843,10,32214
"Jacksonville, FL",Jacksonville,FL,985843,10,32216
"Jacksonville, FL",Jacksonville,FL,985843,10,32217
"Jacksonville, FL",Jacksonville,FL,985843,10,32218
"Jacksonville, FL",Jacksonville,FL,985843,10,32219
"Jacksonville, FL",Jacksonville,FL,985843,10,32220
"Jacksonville, FL",Jacksonville,FL,985843,10,32221
"Jacksonville, FL",Jacksonville,FL,985843,10,32222
"Jacksonville, FL",Jacksonville,FL,985843,10,32223
"Jacksonville, FL",Jacksonville,FL,985843,10,32224
"Jacksonville, FL",Jacksonville,FL,985843,10,32225
"Jacksonville, FL",Jacksonville,FL,985843,10,32226
"Jacksonville, FL",Jacksonville,FL,985843,10,32227
"Jacksonville, FL",Jacksonville,FL,985843,10,32228
"Jacksonville, FL",Jacksonville,FL,985843,10,32233
"Jacksonville, FL",Jacksonville,FL,985843,10,32234
"Jacksonville, FL",Jacksonville,FL,985843,10,32244
"Jacksonville, FL",Jacksonville,FL,985843,10,32246
"Jacksonville, FL",Jacksonville,FL,985843,10,32254
"Jacksonville, FL",Jacksonville,FL,985843,10,32256
"Jacksonville, FL",Jacksonville,FL,985843,10,32257
"Jacksonville, FL",Jacksonville,FL,985843,10,32258
"Jacksonville, FL",Jacksonville,FL,985843,10,32277
"Austin, TX",Austin,TX,979882,11,78701
"Austin, TX",Austin,TX,979882,11,78702
"Austin, TX",Austin,TX,979882,11,78703
"Austin, TX",Austin,TX,979882,11,78704
"Austin, TX",Austin,TX,979882,11,78705
"Austin, TX",Austin,TX,979882,11,78712
"Austin, TX",Austin,TX,979882,11,78717
"Austin, TX",Austin,TX,979882,11,78721
"Austin, TX",Austin,TX,979882,11,78722
"Austin, TX",Austin,TX,979882,11,78723
"Austin, TX",Austin,TX,979882,11,78724
"Austin, TX",Austin,TX,979882,11,78726
"Austin, TX",Austin,TX,979882,11,78727
"Austin, TX",Austin,TX,979882,11,78730
"Austin, TX",Austin,TX,979882,11,78731
"Austin, TX",Austin,TX,979882,11,78739
"Austin, TX",Austin,TX,979882,11,78741
"Austin, TX",Austin,TX,979882,11,78744
"Austin, TX",Austin,TX,979882,11,78745
"Austin, TX",Austin,TX,979882,11,78749
"Austin, TX",Austin,TX,979882,11,78751
"Austin, TX",Austin,TX,979882,11,78752
"Austin, TX",Austin,TX,979882,11,78753
"Austin, TX",Austin,TX,979882,11,78754
"Austin, TX",Austin,TX,979882,11,78756
"Austin, TX",Austin,TX,979882,11,78757
"Austin, TX",Austin,TX,979882,11,78758
"Austin, TX",Austin,TX,979882,11,78759
"Fort Worth, TX",Fort Worth,TX,978468,12,76040
"Fort Worth, TX",Fort Worth,TX,978468,12,76052
"Fort Worth, TX",Fort Worth,TX,978468,12,76102
"Fort Worth, TX",Fort Worth,TX,978468,12,76103
"Fort Worth, TX",Fort Worth,TX,978468,12,76104
"Fort Worth, TX",Fort Worth,TX,978468,12,76105
"Fort Worth, TX",Fort Worth,TX,978468,12,76106
"Fort Worth, TX",Fort Worth,TX,978468,12,76107
"Fort Worth, TX",Fort Worth,TX,978468,12,76109
"Fort Worth, TX",Fort Worth,TX,978468,12,76110
"Fort Worth, TX",Fort Worth,TX,978468,12,76111
"Fort Worth, TX",Fort Worth,TX,978468,12,76112
"Fort Worth, TX",Fort Worth,TX,978468,12,76115
"Fort Worth, TX",Fort Worth,TX,978468,12,76116
"Fort Worth, TX",Fort Worth,TX,978468,12,76118
"Fort Worth, TX",Fort Worth,TX,978468,12,76119
"Fort Worth, TX",Fort Worth,TX,978468,12,76120
"Fort Worth, TX",Fort Worth,TX,978468,12,76123
"Fort Worth, TX",Fort Worth,TX,978468,12,76126
"Fort Worth, TX",Fort Worth,TX,978468,12,76127
"Fort Worth, TX",Fort Worth,TX,978468,12,76129
"Fort Worth, TX",Fort Worth,TX,978468,12,76132
"Fort Worth, TX",Fort Worth,TX,978468,12,76133
"Fort Worth, TX",Fort Worth,TX,978468,12,76134
"Fort Worth, TX",Fort Worth,TX,978468,12,76135
"Fort Worth, TX",Fort Worth,TX,978468,12,76137
"Fort Worth, TX",Fort Worth,TX,978468,12,76140
"Fort Worth, TX",Fort Worth,TX,978468,12,76155
"Fort Worth, TX",Fort Worth,TX,978468,12,76164
"Fort Worth, TX",Fort Worth,TX,978468,12,76177
"Fort Worth, TX",Fort Worth,TX,978468,12,76179
"Fort Worth, TX",Fort Worth,TX,978468,12,76244
"San Jose, CA",San Jose,CA,969655,13,95002
"San Jose, CA",San Jose,CA,969655,13,95013
"San Jose, CA",San Jose,CA,969655,13,95110
"San Jose, CA",San Jose,CA,969655,13,95111
"San Jose, CA",San Jose,CA,969655,13,95112
"San Jose, CA",San Jose,CA,969655,13,95113
"San Jose, CA",San Jose,CA,969655,13,95116
"San Jose, CA",San Jose,CA,969655,13,95117
"San Jose, CA",San Jose,CA,969655,13,95118
"San Jose, CA",San Jose,CA,969655,13,95119
"San Jose, CA",San Jose,CA,969655,13,95121
"San Jose, CA",San Jose,CA,969655,13,95122
"San Jose, CA",San Jose,CA,969655,13,95123
"San Jose, CA",San Jose,CA,969655,13,95125
"San Jose, CA",San Jose,CA,969655,13,95126
"San Jose, CA",San Jose,CA,969655,13,95129
"San Jose, CA",San Jose,CA,969655,13,95131
"San Jose, CA",San Jose,CA,969655,13,95133
"San Jose, CA",San Jose,CA,969655,13,95134
"San Jose, CA",San Jose,CA,969655,13,95136
"San Jose, CA",San Jose,CA,969655,13,95138
"San Jose, CA",San Jose,CA,969655,13,95139
"San Jose, CA",San Jose,CA,969655,13,95148
"Columbus, OH",Columbus,OH,913175,14,43002
"Columbus, OH",Columbus,OH,913175,14,43109
"Columbus, OH",Columbus,OH,913175,14,43201
"Columbus, OH",Columbus,OH,913175,14,43202
"Columbus, OH",Columbus,OH,913175,14,43203
"Columbus, OH",Columbus,OH,913175,14,43204
"Columbus, OH",Columbus,OH,913175,14,43205
"Columbus, OH",Columbus,OH,913175,14,43206
"Columbus, OH",Columbus,OH,913175,14,43207
"Columbus, OH",Columbus,OH,913175,14,43210
"Columbus, OH",Columbus,OH,913175,14,43211
"Columbus, OH",Columbus,OH,913175,14,43212
"Columbus, OH",Columbus,OH,913175,14,43213
"Columbus, OH",Columbus,OH,913175,14,43214
"Columbus, OH",Columbus,OH,913175,14,43215
"Columbus, OH",Columbus,OH,913175,14,43218
"Columbus, OH",Columbus,OH,913175,14,43222
"Columbus, OH",Columbus,OH,913175,14,43227
"Columbus, OH",Columbus,OH,913175,14,43228
"Columbus, OH",Columbus,OH,913175,14,43229
"Columbus, OH",Columbus,OH,913175,14,43232
"Columbus, OH",Columbus,OH,913175,14,43240
"Charlotte, NC",Charlotte,NC,911311,15,28202
"Charlotte, NC",Charlotte,NC,911311,15,28203
"Charlotte, NC",Charlotte,NC,911311,15,28204
"Charlotte, NC",Charlotte,NC,911311,15,28205
"Charlotte, NC",Charlotte,NC,911311,15,28206
"Charlotte, NC",Charlotte,NC,911311,15,28207
"Charlotte, NC",Charlotte,NC,911311,15,28208
"Charlotte, NC",Charlotte,NC,911311,15,28209
"Charlotte, NC",Charlotte,NC,911311,15,28210
"Charlotte, NC",Charlotte,NC,911311,15,28211
"Charlotte, NC",Charlotte,NC,911311,15,28212
"Charlotte, NC",Charlotte,NC,911311,15,28213
"Charlotte, NC",Charlotte,NC,911311,15,28214
"Charlotte, NC",Charlotte,NC,911311,15,28215
"Charlotte, NC",Charlotte,NC,911311,15,28217
"Charlotte, NC",Charlotte,NC,911311,15,28223
"Charlotte, NC",Charlotte,NC,911311,15,28226
"Charlotte, NC",Charlotte,NC,911311,15,28244
"Charlotte, NC",Charlotte,NC,911311,15,28262
"Charlotte, NC",Charlotte,NC,911311,15,28269
"Charlotte, NC",Charlotte,NC,911311,15,28273
"Charlotte, NC",Charlotte,NC,911311,15,28274
"Charlotte, NC",Charlotte,NC,911311,15,28277
"Charlotte, NC",Charlotte,NC,911311,15,28280
"Charlotte, NC",Charlotte,NC,911311,15,28282
"Indianapolis, IN",Indianapolis,IN,879293,16,46113
"Indianapolis, IN",Indianapolis,IN,879293,16,46183
"Indianapolis, IN",Indianapolis,IN,879293,16,46201
"Indianapolis, IN",Indianapolis,IN,879293,16,46202
"Indianapolis, IN",Indianapolis,IN,879293,16,46203
"Indianapolis, IN",Indianapolis,IN,879293,16,46204
"Indianapolis, IN",Indianapolis,IN,879293,16,46205
"Indianapolis, IN",Indianapolis,IN,879293,16,46206
"Indianapolis, IN",Indianapolis,IN,879293,16,46208
"Indianapolis, IN",Indianapolis,IN,879293,16,46214
"Indianapolis, IN",Indianapolis,IN,879293,16,46217
"Indianapolis, IN",Indianapolis,IN,879293,16,46218
"Indianapolis, IN",Indianapolis,IN,879293,16,46219
"Indianapolis, IN",Indianapolis,IN,879293,16,46220
"Indianapolis, IN",Indianapolis,IN,879293,16,46221
"Indianapolis, IN",Indianapolis,IN,879293,16,46222
"Indianapolis, IN",Indianapolis,IN,879293,16,46225
"Indianapolis, IN",Indianapolis,IN,879293,16,46226
"Indianapolis, IN",Indianapolis,IN,879293,16,46227
"Indianapolis, IN",Indianapolis,IN,879293,16,46228
"Indianapolis, IN",Indianapolis,IN,879293,16,46229
"Indianapolis, IN",Indianapolis,IN,879293,16,46235
"Indianapolis, IN",Indianapolis,IN,879293,16,46237
"Indianapolis, IN",Indianapolis,IN,879293,16,46239
"Indianapolis, IN",Indianapolis,IN,879293,16,46240
"Indianapolis, IN",Indianapolis,IN,879293,16,46241
"Indianapolis, IN",Indianapolis,IN,879293,16,46250
"Indianapolis, IN",Indianapolis,IN,879293,16,46254
"Indianapolis, IN",Indianapolis,IN,879293,16,46256
"Indianapolis, IN",Indianapolis,IN,879293,16,46259
"Indianapolis, IN",Indianapolis,IN,879293,16,46260
"Indianapolis, IN",Indianapolis,IN,879293,16,46268
"Indianapolis, IN",Indianapolis,IN,879293,16,46278
"San Francisco, CA",San Francisco,CA,808988,17,94102
"San Francisco, CA",San Francisco,CA,808988,17,94103
"San Francisco, CA",San Francisco,CA,808988,17,94104
"San Francisco, CA",San Francisco,CA,808988,17,94105
"San Francisco, CA",San Francisco,CA,808988,17,94107
"San Francisco, CA",San Francisco,CA,808988,17,94108
"San Francisco, CA",San Francisco,CA,808988,17,94109
"San Francisco, CA",San Francisco,CA,808988,17,94110
"San Francisco, CA",San Francisco,CA,808988,17,94111
"San Francisco, CA",San Francisco,CA,808988,17,94112
"San Francisco, CA",San Francisco,CA,808988,17,94114
"San Francisco, CA",San Francisco,CA,808988,17,94115
"San Francisco, CA",San Francisco,CA,808988,17,94116
"San Francisco, CA",San Francisco,CA,808988,17,94117
"San Francisco, CA",San Francisco,CA,808988,17,94118
"San Francisco, CA",San Francisco,CA,808988,17,94121
"San Francisco, CA",San Francisco,CA,808988,17,94122
"San Francisco, CA",San Francisco,CA,808988,17,94123
"San Francisco, CA",San Francisco,CA,808988,17,94124
"San Francisco, CA",San Francisco,CA,808988,17,94127
"San Francisco, CA",San Francisco,CA,808988,17,94129
"San Francisco, CA",San Francisco,CA,808988,17,94130
"San Francisco, CA",San Francisco,CA,808988,17,94131
"San Francisco, CA",San Francisco,CA,808988,17,94132
"San Francisco, CA",San Francisco,CA,808988,17,94133
"San Francisco, CA",San Francisco,CA,808988,17,94134
"San Francisco, CA",San Francisco,CA,808988,17,94158
"San Francisco, CA",San Francisco,CA,808988,17,94188
"Seattle, WA",Seattle,WA,755078,18,98101
"Seattle, WA",Seattle,WA,755078,18,98102
"Seattle, WA",Seattle,WA,755078,18,98103
"Seattle, WA",Seattle,WA,755078,18,98104
"Seattle, WA",Seattle,WA,755078,18,98105
"Seattle, WA",Seattle,WA,755078,18,98106
"Seattle, WA",Seattle,WA,755078,18,98107
"Seattle, WA",Seattle,WA,755078,18,98108
"Seattle, WA",Seattle,WA,755078,18,98109
"Seattle, WA",Seattle,WA,755078,18,98112
"Seattle, WA",Seattle,WA,755078,18,98115
"Seattle, WA",Seattle,WA,755078,18,98116
"Seattle, WA",Seattle,WA,755078,18,98117
"Seattle, WA",Seattle,WA,755078,18,98118
"Seattle, WA",Seattle,WA,755078,18,98119
"Seattle, WA",Seattle,WA,755078,18,98121
"Seattle, WA",Seattle,WA,755078,18,98122
"Seattle, WA",Seattle,WA,755078,18,98125
"Seattle, WA",Seattle,WA,755078,18,98126
"Seattle, WA",Seattle,WA,755078,18,98134
"Seattle, WA",Seattle,WA,755078,18,98136
"Seattle, WA",Seattle,WA,755078,18,98144
"Seattle, WA",Seattle,WA,755078,18,98154
"Seattle, WA",Seattle,WA,755078,18,98164
"Seattle, WA",Seattle,WA,755078,18,98174
"Seattle, WA",Seattle,WA,755078,18,98195
"Seattle, WA",Seattle,WA,755078,18,98199
"Denver, CO",Denver,CO,716577,19,80123
"Denver, CO",Denver,CO,716577,19,80202
"Denver, CO",Denver,CO,716577,19,80203
"Denver, CO",Denver,CO,716577,19,80204
"Denver, CO",Denver,CO,716577,19,80205
"Denver, CO",Denver,CO,716577,19,80206
"Denver, CO",Denver,CO,716577,19,80207
"Denver, CO",Denver,CO,716577,19,80209
"Denver, CO",Denver,CO,716577,19,80210
"Denver, CO",Denver,CO,716577,19,80211
"Denver, CO",Denver,CO,716577,19,80212
"Denver, CO",Denver,CO,716577,19,80216
"Denver, CO",Denver,CO,716577,19,80218
"Denver, CO",Denver,CO,716577,19,80219
"Denver, CO",Denver,CO,716577,19,80220
"Denver, CO",Denver,CO,716577,19,80222
"Denver, CO",Denver,CO,716577,19,80223
"Denver, CO",Denver,CO,716577,19,80224
"Denver, CO",Denver,CO,716577,19,80230
"Denver, CO",Denver,CO,716577,19,80236
"Denver, CO",Denver,CO,716577,19,80237
"Denver, CO",Denver,CO,716577,19,80238
"Denver, CO",Denver,CO,716577,19,80239
"Denver, CO",Denver,CO,716577,19,80247
"Denver, CO",Denver,CO,716577,19,80249
"Denver, CO",Denver,CO,716577,19,80264
"Denver, CO",Denver,CO,716577,19,80266
"Denver, CO",Denver,CO,716577,19,80290
"Denver, CO",Denver,CO,716577,19,80293
"Denver, CO",Denver,CO,716577,19,80294
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73013
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73064
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73084
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73097
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73102
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73103
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73104
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73105
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73106
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73107
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73108
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73109
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73111
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73112
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73114
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73116
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73117
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73118
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73119
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73120
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73127
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73128
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73129
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73131
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73132
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73134
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73135
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73139
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73141
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73142
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73145
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73149
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73150
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73151
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73159
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73162
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73165
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73169
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73170
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73173
"Oklahoma City, OK",Oklahoma City,OK,702767,20,73179
"Oklahoma City, OK",Oklahoma City,OK,702767,20,74857
"Nashville, TN",Nashville,TN,687788,21,37013
"Nashville, TN",Nashville,TN,687788,21,37072
"Nashville, TN",Nashville,TN,687788,21,37076
"Nashville, TN",Nashville,TN,687788,21,37080
"Nashville, TN",Nashville,TN,687788,21,37115
"Nashville, TN",Nashville,TN,687788,21,37138
"Nashville, TN",Nashville,TN,687788,21,37189
"Nashville, TN",Nashville,TN,687788,21,37201
"Nashville, TN",Nashville,TN,687788,21,37203
"Nashville, TN",Nashville,TN,687788,21,37205
"Nashville, TN",Nashville,TN,687788,21,37206
"Nashville, TN",Nashville,TN,687788,21,37207
"Nashville, TN",Nashville,TN,687788,21,37208
"Nashville, TN",Nashville,TN,687788,21,37209
"Nashville, TN",Nashville,TN,687788,21,37210
"Nashville, TN",Nashville,TN,687788,21,37211
"Nashville, TN",Nashville,TN,687788,21,37212
"Nashville, TN",Nashville,TN,687788,21,37213
"Nashville, TN",Nashville,TN,687788,21,37214
"Nashville, TN",Nashville,TN,687788,21,37216
"Nashville, TN",Nashville,TN,687788,21,37217
"Nashville, TN",Nashville,TN,687788,21,37218
"Nashville, TN",Nashville,TN,687788,21,37219
"Nashville, TN",Nashville,TN,687788,21,37221
"Nashville, TN",Nashville,TN,687788,21,37228
"Nashville, TN",Nashville,TN,687788,21,37232
"Nashville, TN",Nashville,TN,687788,21,37238
"Washington, DC",Washington,DC,678972,22,20001
"Washington, DC",Washington,DC,678972,22,20002
"Washington, DC",Washington,DC,678972,22,20003
"Washington, DC",Washington,DC,678972,22,20004
"Washington, DC",Washington,DC,678972,22,20005
"Washington, DC",Washington,DC,678972,22,20006
"Washington, DC",Washington,DC,678972,22,20007
"Washington, DC",Washington,DC,678972,22,20008
"Washington, DC",Washington,DC,678972,22,20009
"Washington, DC",Washington,DC,678972,22,20010
"Washington, DC",Washington,DC,678972,22,20011
"Washington, DC",Washington,DC,678972,22,20012
"Washington, DC",Washington,DC,678972,22,20015
"Washington, DC",Washington,DC,678972,22,20016
"Washington, DC",Washington,DC,678972,22,20017
"Washington, DC",Washington,DC,678972,22,20018
"Washington, DC",Washington,DC,678972,22,20019
"Washington, DC",Washington,DC,678972,22,20020
"Washington, DC",Washington,DC,678972,22,20024
"Washington, DC",Washington,DC,678972,22,20032
"Washington, DC",Washington,DC,678972,22,20036
"Washington, DC",Washington,DC,678972,22,20037
"Washington, DC",Washington,DC,678972,22,20045
"Washington, DC",Washington,DC,678972,22,20052
"Washington, DC",Washington,DC,678972,22,20057
"Washington, DC",Washington,DC,678972,22,20059
"Washington, DC",Washington,DC,678972,22,20064
"Washington, DC",Washington,DC,678972,22,20204
"Washington, DC",Washington,DC,678972,22,20220
"Washington, DC",Washington,DC,678972,22,20230
"Washington, DC",Washington,DC,678972,22,20240
"Washington, DC",Washington,DC,678972,22,20245
"Washington, DC",Washington,DC,678972,22,20250
"Washington, DC",Washington,DC,678972,22,20260
"Washington, DC",Washington,DC,678972,22,20317
"Washington, DC",Washington,DC,678972,22,20319
"Washington, DC",Washington,DC,678972,22,20373
"Washington, DC",Washington,DC,678972,22,20388
"Washington, DC",Washington,DC,678972,22,20390
"Washington, DC",Washington,DC,678972,22,20408
"Washington, DC",Washington,DC,678972,22,20415
"Washington, DC",Washington,DC,678972,22,20418
"Washington, DC",Washington,DC,678972,22,20422
"Washington, DC",Washington,DC,678972,22,20427
"Washington, DC",Washington,DC,678972,22,20431
"Washington, DC",Washington,DC,678972,22,20510
"Washington, DC",Washington,DC,678972,22,20515
"Washington, DC",Washington,DC,678972,22,20520
"Washington, DC",Washington,DC,678972,22,20530
"Washington, DC",Washington,DC,678972,22,20535
"Washington, DC",Washington,DC,678972,22,20540
"Washington, DC",Washington,DC,678972,22,20542
"Washington, DC",Washington,DC,678972,22,20551
"Washington, DC",Washington,DC,678972,22,20560
"Washington, DC",Washington,DC,678972,22,20565
"Washington, DC",Washington,DC,678972,22,20566
"Washington, DC",Washington,DC,678972,22,20591
"El Paso, TX",El Paso,TX,678958,23,79901
"El Paso, TX",El Paso,TX,678958,23,79902
"El Paso, TX",El Paso,TX,678958,23,79903
"El Paso, TX",El Paso,TX,678958,23,79904
"El Paso, TX",El Paso,TX,678958,23,79905
"El Paso, TX",El Paso,TX,678958,23,79907
"El Paso, TX",El Paso,TX,678958,23,79911
"El Paso, TX",El Paso,TX,678958,23,79912
"El Paso, TX",El Paso,TX,678958,23,79915
"El Paso, TX",El Paso,TX,678958,23,79920
"El Paso, TX",El Paso,TX,678958,23,79922
"El Paso, TX",El Paso,TX,678958,23,79924
"El Paso, TX",El Paso,TX,678958,23,79925
"El Paso, TX",El Paso,TX,678958,23,79930
"El Paso, TX",El Paso,TX,678958,23,79932
"El Paso, TX",El Paso,TX,678958,23,79934
"El Paso, TX",El Paso,TX,678958,23,79935
"El Paso, TX",El Paso,TX,678958,23,79936
"Las Vegas, NV",Las Vegas,NV,660929,24,89101
"Las Vegas, NV",Las Vegas,NV,660929,24,89102
"Las Vegas, NV",Las Vegas,NV,660929,24,89106
"Las Vegas, NV",Las Vegas,NV,660929,24,89107
"Las Vegas, NV",Las Vegas,NV,660929,24,89108
"Las Vegas, NV",Las Vegas,NV,660929,24,89117
"Las Vegas, NV",Las Vegas,NV,660929,24,89128
"Las Vegas, NV",Las Vegas,NV,660929,24,89129
"Las Vegas, NV",Las Vegas,NV,660929,24,89130
"Las Vegas, NV",Las Vegas,NV,660929,24,89131
"Las Vegas, NV",Las Vegas,NV,660929,24,89134
"Las Vegas, NV",Las Vegas,NV,660929,24,89138
"Las Vegas, NV",Las Vegas,NV,660929,24,89143
"Las Vegas, NV",Las Vegas,NV,660929,24,89144
"Las Vegas, NV",Las Vegas,NV,660929,24,89145
"Boston, MA",Boston,MA,653833,25,02108
"Boston, MA",Boston,MA,653833,25,02109
"Boston, MA",Boston,MA,653833,25,02110
"Boston, MA",Boston,MA,653833,25,02111
"Boston, MA",Boston,MA,653833,25,02113
"Boston, MA",Boston,MA,653833,25,02114
"Boston, MA",Boston,MA,653833,25,02115
"Boston, MA",Boston,MA,653833,25,02116
"Boston, MA",Boston,MA,653833,25,02118
"Boston, MA",Boston,MA,653833,25,02119
"Boston, MA",Boston,MA,653833,25,02120
"Boston, MA",Boston,MA,653833,25,02121
"Boston, MA",Boston,MA,653833,25,02122
"Boston, MA",Boston,MA,653833,25,02124
"Boston, MA",Boston,MA,653833,25,02125
"Boston, MA",Boston,MA,653833,25,02126
"Boston, MA",Boston,MA,653833,25,02127
"Boston, MA",Boston,MA,653833,25,02128
"Boston, MA",Boston,MA,653833,25,02129
"Boston, MA",Boston,MA,653833,25,02130
"Boston, MA",Boston,MA,653833,25,02131
"Boston, MA",Boston,MA,653833,25,02132
"Boston, MA",Boston,MA,653833,25,02133
"Boston, MA",Boston,MA,653833,25,02134
"Boston, MA",Boston,MA,653833,25,02135
"Boston, MA",Boston,MA,653833,25,02136
"Boston, MA",Boston,MA,653833,25,02163
"Boston, MA",Boston,MA,653833,25,02199
"Boston, MA",Boston,MA,653833,25,02203
"Boston, MA",Boston,MA,653833,25,02205
"Boston, MA",Boston,MA,653833,25,02210
"Boston, MA",Boston,MA,653833,25,02215
"Detroit, MI",Detroit,MI,633218,26,48201
