CSAFP,CBSAFP,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,cbsa_code,lifetime_apps_18plus_share_of_population
,39060,39060,310M700US39060,"Pottsville, PA","Pottsville, PA Micro Area",M2,2,G3110,2016509901,10820294,+40.7036820,-076.2177878,"POLYGON ((1665127.3502740143 2127223.7910769316, 1661056.8617646752 2126775.8461224684, 1653367.723859334 2120021.315377962, 1646846.3173981032 2116596.574581531, 1632186.4036641163 2111104.4177335156, 1606971.764833715 2124809.435071006, 1636078.7749763462 2146920.7193146646, 1636039.6733132224 2156271.187282891, 1640787.5602576518 2164843.310999471, 1656583.6960069581 2162767.8424816844, 1658809.3720025362 2164496.3433498573, 1670207.9146435182 2155830.304329379, 1682608.9597935253 2149240.65068439, 1665572.7846955147 2134614.5311537273, 1665127.3502740143 2127223.7910769316))",39060,0.0817929201401474
,39150,39150,310M700US39150,"Prescott Valley-Prescott, AZ","Prescott Valley-Prescott, AZ Metro Area",M1,1,G3110,21038297494,11358280,+34.6310710,-112.5772247,"POLYGON ((-1435435.011859646 1334022.5453191523, -1474160.6423652342 1346037.5370892128, -1474408.8069146255 1342626.8157113139, -1476476.0956940262 1342388.5198828753, -1478458.9622604854 1338358.3292673526, -1482726.60544429 1337132.8836365833, -1483012.094263632 1332619.4768608666, -1487377.5915329996 1329524.9341093663, -1527388.239497651 1349869.9268491834, -1580559.9814338037 1359522.656108955, -1549630.356877175 1527635.8854373344, -1543620.4227956063 1526840.6226281703, -1535717.9256063167 1522497.2796245753, -1534083.5009238997 1519128.4849470074, -1520541.4723968816 1506738.993282141, -1519422.4982872016 1502179.556528818, -1502748.833028177 1493881.333848876, -1497190.6518049063 1493493.1707604222, -1494519.036930537 1490787.591151984, -1491906.9049138355 1491278.231225497, -1488214.0515602997 1484166.9908446951, -1485187.2252740592 1482842.3694140434, -1479024.169564108 1481961.1442793447, -1475911.4481338596 1483800.4427951588, -1478020.4486921933 1471680.3059843765, -1468561.200364685 1469918.594257566, -1471802.6171182788 1450583.4406021314, -1421945.3382371522 1442984.2402267938, -1425288.1004358372 1423387.6838566973, -1405057.3202708852 1419931.1506787203, -1411857.0141823057 1379897.3379050524, -1422317.6490581767 1375614.6930579972, -1423905.6384562287 1368128.2338438246, -1426190.3209030847 1366263.7203709125, -1424637.1762397185 1364688.3361530239, -1426533.8725436374 1364493.0220379187, -1425956.3886133302 1362934.6067154852, -1429615.6340710963 1357295.2673136182, -1428492.3534834927 1355523.213955999, -1430514.8200781164 1355533.819434538, -1429210.244840661 1353605.8051736574, -1431952.5717236965 1351760.2209466933, -1431358.7747021618 1350456.3438423637, -1410144.2483509507 1346919.4256440792, -1411911.993287817 1345113.9373133876, -1410693.488033099 1344634.2617559978, -1410301.1245623224 1342495.6476441121, -1411919.935677428 1340868.6630783814, -1410256.2605804214 1336989.8441754966, -1411679.109884396 1334788.4494379964, -1413603.749029319 1334673.497370428, -1414483.1273746933 1330550.29361003, -1435435.011859646 1334022.5453191523))",39150,0.07538326517655407
,39220,39220,310M700US39220,"Price, UT","Price, UT Micro Area",M2,2,G3110,3831481453,15484604,+39.6732840,-110.5884845,"POLYGON ((-1191186.7316208403 1915555.1997371006, -1280302.737847287 1929103.8270735962, -1279312.986129347 1931569.8122754188, -1281750.4351129266 1938918.094832824, -1281970.226189136 1945960.5328793991, -1284922.134305323 1944669.1886402585, -1288120.9513819346 1955880.5443378887, -1290043.6549551568 1957563.5157237973, -1288101.525956991 1969583.3413275082, -1173809.0052079554 1951157.714294318, -1173686.6010265497 1948536.0231881435, -1177855.2269899833 1950668.0574993205, -1177526.8660308614 1947987.7400418152, -1180860.0979750794 1942382.3623911468, -1181763.0332020056 1945081.9444828928, -1184157.2738344583 1944880.587407479, -1182742.6837775523 1941516.3341131613, -1186010.791833896 1939474.247968307, -1184483.2165939873 1938684.826370222, -1184654.0451666322 1936645.384992412, -1187136.9973376116 1935030.066289815, -1186343.2116721869 1932671.2216458356, -1189443.9375207687 1930181.7160777831, -1190487.1915596307 1923486.2504942862, -1192178.4802102223 1922940.7408382602, -1190455.4140099902 1921324.2960089429, -1191186.7316208403 1915555.1997371006))",39220,0.23844423015107682
148,39300,39300,310M700US39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,1,G3110,4110324820,1681132410,+41.7068397,-071.2866874,"MULTIPOLYGON (((2002871.1617638103 2274482.3183231563, 2003972.3350523973 2288104.940796398, 2007735.501371237 2291395.0239036386, 2010745.5637404572 2291279.603907015, 2016414.206228944 2285913.7387361904, 2019212.2570461375 2278399.8846972836, 2018492.5748346853 2273790.855599813, 2016015.9332141504 2271305.689151237, 2010025.6737308034 2269239.067917336, 2004583.1836177136 2271381.8364462485, 2002871.1617638103 2274482.3183231563)), ((2003138.980019185 2370164.9101695623, 2023852.5115342306 2388476.3035211056, 2030157.0619183485 2374829.4129892765, 2035467.9545817536 2372027.080490783, 2039155.834716365 2365409.4541598964, 2035441.6341938996 2359270.214900342, 2037685.3583313895 2357909.097035817, 2037354.5616307429 2355423.9167295247, 2045321.1505997672 2359003.5827193516, 2047673.556411027 2355786.2262161425, 2049042.6190926381 2356415.260539172, 2057068.1707284064 2341724.056900663, 2065430.4425252706 2338323.386916253, 2045835.171275355 2315734.8221095856, 2042691.0721579548 2316830.402968563, 2040159.5138228547 2313602.9664135166, 2013449.972451211 2294443.557011196, 2006599.4711244241 2294214.276604299, 1998059.1011823993 2287542.1310884818, 1990599.4962658202 2284382.9317207756, 1993124.7771574506 2274852.806861463, 1980377.332854816 2285465.6994215962, 1980880.131718783 2288555.511594167, 1983923.703871605 2288271.281740215, 1985572.717053083 2291202.893414763, 1982613.7086956026 2298278.5217860397, 1986018.772799438 2299912.035235877, 1969234.311279611 2363916.1415837402, 2002164.7865841063 2373808.2457537116, 2003138.980019185 2370164.9101695623)))",39300,0.19137262925421042
482,39340,39340,310M700US39340,"Provo-Orem-Lehi, UT","Provo-Orem-Lehi, UT Metro Area",M1,1,G3110,13976281061,398449361,+39.8720670,-112.3590592,"POLYGON ((-1321129.6161908214 1974980.7482464195, -1320036.1418653217 1971499.1104546352, -1316875.3140031602 1971023.0054955906, -1317673.2827705536 1966146.7564944834, -1322521.369233461 1966899.6382027697, -1322796.5660224995 1965294.699630939, -1327005.6128273045 1964313.3972374308, -1327274.6018014199 1962639.4731871213, -1329634.148619626 1962956.7259220164, -1333591.563628084 1937000.9419811014, -1336504.5627666707 1937462.8008835535, -1337875.7965095658 1928905.6052242653, -1352655.9662210613 1931259.651673681, -1352873.0816522955 1929622.2040021236, -1356007.3814619726 1930070.0525800642, -1356501.022460764 1926816.301513682, -1361358.2913094105 1927651.442848231, -1361793.6215465844 1925190.1026443325, -1366521.011546886 1926037.03712351, -1366233.0898139398 1927667.4034344605, -1376072.904549411 1929319.3426484314, -1373390.3995572794 1947103.059176823, -1374545.930969978 1949774.7939796236, -1372429.746488617 1952693.6906889887, -1373746.1530411837 1954459.591396864, -1527748.4061534218 1981242.3858930594, -1520010.3469909634 2021217.8818960588, -1377928.4176781883 1995039.8409386151, -1376230.8568826083 2000223.7714108892, -1373977.5266448453 1998014.7262165935, -1371282.959214731 1997818.3354163473, -1362350.9394503804 2004537.5020561449, -1361764.591917623 2009928.7618327315, -1358169.699957289 2014487.6643110723, -1359793.0398604884 2017683.1573060742, -1359106.4602914609 2020298.39267096, -1356332.4527677214 2021901.1457288796, -1357184.6229595565 2024975.40819918, -1356023.6892805889 2026245.8147376878, -1357990.6905442965 2028350.4566742335, -1358581.1881782396 2032633.3729185353, -1357754.77683762 2039463.5686192124, -1355842.921131222 2040271.586613775, -1356540.4451165004 2054423.4129549658, -1350611.2952672064 2054672.0975034514, -1348619.420125036 2050748.3960388403, -1342015.8727496879 2052541.965054623, -1340104.6913139706 2047888.8323614567, -1336405.6806757962 2046335.5396046727, -1328146.1005796578 2051593.4702273188, -1326956.6072447733 2050536.1644538809, -1320791.3172691453 2052729.0672378985, -1317976.0159226716 2055814.7753529272, -1310957.7612515234 2054935.7510878218, -1306932.7779252627 2058380.2756617665, -1304338.8911231284 2057542.2778521404, -1303436.2509906415 2058928.4351767483, -1301502.1688226315 2055125.9094269364, -1303190.0685551567 2048550.454547155, -1307695.9595475176 2045085.521765715, -1304496.7843821154 2040369.249629331, -1303833.4267098662 2034558.5485408262, -1297620.8430869647 2033475.1618226992, -1294828.7230055097 2028413.3779500746, -1296829.3818304995 2026357.9195199716, -1295907.3921873532 2025036.5718378574, -1290223.6829516771 2024923.1569970793, -1284698.0931297636 2022479.2365164305, -1281861.9810816129 2017293.8766260028, -1282942.3001123492 2015167.6274099846, -1279920.5335020248 2008365.2429715437, -1280359.9326016174 2003687.3062196083, -1283920.254210235 1996410.2860352502, -1283287.6678882148 1994423.8194642973, -1280226.8188297793 1995128.3221514323, -1278261.063513686 1988176.1174340693, -1274584.338627862 1984971.4318687604, -1275976.876459955 1982879.1034388344, -1272022.3373904724 1981769.062534061, -1272789.7337882775 1976996.6107423494, -1253927.2753186054 1973960.4871831809, -1255451.1582162667 1964366.45964952, -1321129.6161908214 1974980.7482464195))",,1e-06
444,39380,39380,310M700US39380,"Pueblo, CO","Pueblo, CO Metro Area",M1,1,G3110,6181242834,28941249,+38.1627652,-104.4846683,"POLYGON ((-771127.9714533027 1757364.8306949732, -694746.0043192827 1750834.4066351573, -702846.4627155167 1662917.5309197893, -752049.5333649261 1685911.0463414143, -784111.229896563 1686731.1075348647, -785797.3210773093 1688390.4683987373, -786885.1873319469 1690846.9755705318, -783174.4848044186 1729055.2873143854, -773778.8237763058 1728197.335089399, -771127.9714533027 1757364.8306949732))",39380,0.2631901519511484
446,39420,39420,310M700US39420,"Pullman, WA","Pullman, WA Micro Area",M2,2,G3110,5592463289,48246698,+46.9059441,-117.5353898,"POLYGON ((-1588191.002644076 2872897.8826008653, -1608458.0291938942 2782884.3624013863, -1621336.300930059 2785670.200393457, -1621652.8765462788 2799415.1744360537, -1624388.5278405538 2803721.0296479384, -1627705.3369668205 2805635.630180728, -1629725.7858856132 2809645.244060742, -1628961.0199322756 2812972.621141172, -1632205.8413118427 2814824.474067957, -1633796.3180861387 2819803.153710358, -1637876.2035997114 2818154.8776061228, -1644435.0421149682 2819123.283830074, -1647994.234824514 2823300.7932328368, -1654381.016456859 2823944.06552863, -1659651.733785673 2817943.7592044715, -1665622.9079866034 2818218.407631023, -1668430.0131284278 2814803.310520321, -1677365.5400514945 2817194.6674012262, -1689416.2081744773 2816265.5417235033, -1692568.711782383 2820911.074325907, -1690423.0793779688 2824162.913704408, -1691962.187247198 2828455.7264352613, -1690390.0597661072 2830682.253169786, -1691339.549093011 2837155.1369430176, -1684558.8819760738 2836962.1552865524, -1678703.1268478762 2839266.945602499, -1675169.4939529563 2837303.8854409284, -1672242.2964522047 2839045.229743686, -1672174.335713222 2841717.893765352, -1669653.70428871 2843199.304547924, -1670182.246479258 2845116.4718830627, -1667194.2321515013 2846577.702775585, -1656483.2975575007 2888764.824317224, -1588191.002644076 2872897.8826008653))",39420,0.4560350739688449
412,39460,39460,310M700US39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area",M1,1,G3110,1764084561,689244725,+26.9063964,-082.0036572,"POLYGON ((1368790.1848020444 530816.7772487509, 1367432.2570692298 540384.1454307614, 1435799.9047817453 550687.098924063, 1439892.7997891526 521886.26140555285, 1376512.6259556527 512506.3448306429, 1370355.4277688751 513710.23875707964, 1350833.0610822223 510667.132544797, 1338060.9774004875 526620.4783139293, 1368790.1848020444 530816.7772487509))",,1e-06
405,39480,39480,310M700US39480,"Putnam, CT","Putnam, CT Micro Area",M2,2,G3110,1434581261,23987846,+41.8423749,-071.9726550,"POLYGON ((1935929.5436150015 2349522.921764793, 1936267.830974804 2358068.724134315, 1968680.6077372455 2365559.117232482, 1983877.440266509 2309645.488073546, 1977985.4265006038 2309180.131937764, 1972752.6332771026 2322422.6701904447, 1967540.9184447497 2320278.1260191617, 1953334.9375623963 2319796.5649803793, 1951614.032339498 2329066.4352634656, 1947823.911303062 2328997.676454435, 1944947.0703128395 2337638.6964563527, 1940687.9373282848 2336580.0432649725, 1937339.6888636483 2349924.6918868613, 1935929.5436150015 2349522.921764793))",,1e-06
448,39500,39500,310M700US39500,"Quincy, IL-MO","Quincy, IL-MO Micro Area",M2,2,G3110,3522821483,56713226,+40.0271652,-091.3898384,"POLYGON ((342628.71364072774 1888607.892383693, 341321.78023095365 1923067.8167485553, 354944.33224668173 1923428.6392608937, 379570.58424746373 1923842.672645983, 379172.67097710475 1918346.1914144382, 429199.190504344 1920103.665260977, 431474.3511384015 1871315.3091917685, 393377.88798309554 1869536.4613065303, 392909.39488730364 1874189.7174241163, 387253.7247751315 1878392.5736883413, 385854.93245406746 1881840.540545592, 387934.4768756454 1887400.094281228, 386404.75315409154 1890121.1705295525, 342628.71364072774 1888607.892383693))",39500,0.204921723469105
376,39540,39540,310M700US39540,"Racine-Mount Pleasant, WI","Racine-Mount Pleasant, WI Metro Area",M1,1,G3110,861457778,1190182837,+42.7803923,-087.7715988,"POLYGON ((624620.1141565646 2230358.154308582, 724769.5838890349 2239145.874746063, 728710.8125548743 2219490.803069387, 635766.7964161289 2211940.833369405, 636312.1996931909 2205452.7703396403, 626750.3799047853 2204599.3034919994, 624620.1141565646 2230358.154308582))",,1e-06
450,39580,39580,310M700US39580,"Raleigh-Cary, NC","Raleigh-Cary, NC Metro Area",M1,1,G3110,5486697484,74610124,+35.7567464,-078.4604412,"POLYGON ((1582113.349711118 1614757.8257820138, 1584445.26743796 1611855.8921805287, 1591319.9431868305 1613662.8253268092, 1593663.5676293357 1612753.9427758781, 1579816.8738795032 1565756.2173535319, 1583245.10473969 1559336.2372762135, 1584386.1265438704 1559967.053789037, 1585748.4695707655 1557441.4546851385, 1590357.880985112 1556290.91853077, 1595797.793691529 1544817.1510991307, 1601536.5391049006 1543877.316748269, 1597082.8601349574 1523947.3672243492, 1598633.2245386376 1516592.8668941392, 1593314.2436486834 1514542.2112390182, 1591361.8531984626 1511697.8356750912, 1589009.3147182146 1511624.2538751047, 1586364.3238331187 1507087.937278088, 1577723.006647174 1501714.1527931688, 1570436.400713098 1501338.631665077, 1565231.1979979647 1506413.7731685021, 1565157.6616535594 1509421.475294465, 1561583.4101787875 1511573.7005321109, 1550746.8614905854 1524202.5464060002, 1548304.4864998877 1524390.3567082111, 1547786.1515459435 1525897.8339534306, 1518884.9946745546 1531345.4399388544, 1521580.3612609408 1561183.242320342, 1528303.5651094182 1562281.314900932, 1529295.2793922087 1569357.7313451415, 1533502.9333016528 1569085.9777218015, 1536337.096946689 1574487.418194308, 1536875.519896103 1580300.3908927317, 1534695.3240765736 1581965.0096037847, 1531702.5377437246 1581619.5589378718, 1531110.436620523 1586002.5630572163, 1537009.9718562877 1587503.0527595775, 1550093.6731432232 1583926.5520397718, 1549027.168428201 1590450.9824788056, 1551475.985703171 1602651.0275837947, 1554949.3409984913 1600988.0869250551, 1558122.2530962345 1601667.1657219925, 1560464.6935081591 1610156.2700515452, 1563979.1829585307 1610745.982656664, 1566049.289623543 1614753.2543993336, 1576343.1080842894 1614485.16070816, 1577976.3734966696 1615788.9635753876, 1582113.349711118 1614757.8257820138))",39580,3.470890795858732e-05
452,39660,39660,310M700US39660,"Rapid City, SD","Rapid City, SD Metro Area",M1,1,G3110,20213929596,56159652,+44.1951082,-102.9166120,"POLYGON ((-547144.7588068716 2470164.315746037, -471876.077097742 2464880.6442296146, -479797.6090553817 2348879.3983660587, -482737.5116304896 2317108.818387468, -484057.51583198516 2315003.954398238, -490076.1837683776 2315030.509316932, -490509.2612035278 2318076.1724655936, -495693.7014141297 2315557.421775513, -546205.471702229 2319044.0350768897, -548148.009347892 2315750.747760837, -554282.2265843463 2318166.5861936696, -556627.8233453785 2312095.437598057, -562219.8522759816 2311063.7610355783, -563270.9525868683 2296707.9486080655, -647864.6006581676 2303531.187465513, -641583.6791916898 2377255.4765642392, -593725.996550777 2373307.6375866304, -592759.1148148971 2386184.13152238, -602397.2392362094 2386888.2697487776, -598777.5421418106 2425498.923564675, -551112.1104809173 2421868.594247265, -547144.7588068716 2470164.315746037))",39660,0.14742364867053145
154,39700,39700,310M700US39700,"Raymondville, TX","Raymondville, TX Micro Area",M2,2,G3110,1529680708,502856285,+26.4818607,-097.5947313,"POLYGON ((-187343.55409109956 367833.5647431246, -187164.5420276034 377200.3862116595, -201428.45894593498 379162.4879936208, -199235.013152764 388771.7915800736, -197188.572311112 388390.7230040365, -196358.03647697627 396983.3916447209, -186787.07565707449 395275.7448139683, -122945.6442981707 394484.26424557384, -117367.92268848629 373794.05619428854, -139415.80417378907 373839.87839100405, -145477.10386287296 364628.65610086086, -147711.8373516934 366540.56149571884, -147922.02310012543 365113.05667653045, -151728.81121016774 365704.56523011817, -151068.84960365016 363949.60003192496, -152233.1642188206 363322.2395151551, -153118.04916620548 364749.9093907407, -153796.53553259716 361844.62381804135, -187343.55409109956 367833.5647431246))",39700,0.06468145841442845
428,39740,39740,310M700US39740,"Reading, PA","Reading, PA Metro Area",M1,1,G3110,2218077223,24220126,+40.4139565,-075.9268598,"POLYGON ((1708170.9104635108 2121751.6983450414, 1699382.722897083 2096364.2040860185, 1687235.3174420968 2081675.9591846126, 1654618.8783759803 2100330.6562793227, 1632186.4036641163 2111104.4177335156, 1653367.723859334 2120021.315377962, 1662630.2401721142 2127582.2467066273, 1665128.2467062937 2127020.9170447406, 1665572.7846955147 2134614.5311537273, 1673032.6708013033 2140514.885061698, 1708170.9104635108 2121751.6983450414))",39740,0.2031751570132589
454,39780,39780,310M700US39780,"Red Bluff, CA","Red Bluff, CA Micro Area",M2,2,G3110,7638229378,33767224,+40.1261573,-122.2322737,"POLYGON ((-2177540.22319121 2231393.156537383, -2176647.295850928 2232813.282844116, -2176475.6226876066 2231494.637382689, -2175393.835716156 2230915.392391736, -2175844.580654172 2232591.539651136, -2168310.6533620195 2233072.6608309164, -2160730.0264021163 2232338.216471731, -2155490.5816874756 2229538.8967838287, -2147406.6377725764 2230451.0980815245, -2138154.7513746857 2227066.768900148, -2133676.239718252 2227859.1469944348, -2126819.0395083255 2223405.1503475457, -2124115.574752171 2224364.207752441, -2118649.010712946 2222835.255186789, -2119072.3870776654 2221373.0577014424, -2117338.245795633 2220041.256547835, -2119392.204832847 2212122.4461171827, -2111494.297059618 2207655.8749853116, -2110057.4082934074 2204702.338565846, -2113212.0259836544 2204198.685867021, -2111909.722099879 2200006.3548320667, -2114994.7462801705 2194783.5159676466, -2118850.197785642 2193361.807395625, -2121861.3792530214 2194110.6705871862, -2123571.132608791 2187481.5396396643, -2129950.342508085 2185849.0167699866, -2136129.3765695747 2187552.1970448815, -2144510.628844594 2176151.7832627553, -2149126.353689303 2177628.0410649753, -2153766.926282027 2173987.4839750403, -2155593.760917192 2170127.1961747976, -2160348.5993309896 2169129.766483048, -2180023.1762112007 2174567.4139163382, -2183340.1557590896 2170467.062018398, -2182766.211285965 2165313.972221465, -2255659.0126258545 2186378.6363843814, -2255815.555401273 2191769.69137384, -2253157.0714472076 2198108.0361536313, -2248859.3063592603 2200389.946523572, -2250322.9071549107 2208103.3462112774, -2248485.0631730836 2213510.1950785583, -2249588.2477629045 2217077.2725061025, -2247281.957122005 2223579.8605396273, -2248797.047720671 2224733.0362982135, -2245920.267778247 2228699.7204267364, -2244878.3573223203 2233794.736227203, -2250477.351712501 2241780.7722108383, -2242429.249613168 2242717.0205487926, -2238010.7718441864 2240436.623946909, -2232945.9701226987 2243897.218731323, -2222402.5598135693 2242795.2037593713, -2221603.168999947 2240381.537137485, -2215615.020777842 2236492.9503613985, -2203373.4673078414 2240674.6566972393, -2197505.5532635325 2236523.608885413, -2186759.5507647935 2233206.0341901993, -2179459.649605562 2233259.8362792516, -2177540.22319121 2231393.156537383))",39780,0.12777845752273748
454,39820,39820,310M700US39820,"Redding, CA","Redding, CA Metro Area",M1,1,G3110,9778891285,185818274,+40.7605142,-122.0435558,"POLYGON ((-2083418.1479055271 2298910.735324311, -2104882.6835672576 2219037.66881536, -2124115.574752171 2224364.207752441, -2126819.0395083255 2223405.1503475457, -2133676.239718252 2227859.1469944348, -2138154.7513746857 2227066.768900148, -2147406.6377725764 2230451.0980815245, -2152077.3235040945 2229235.5081941006, -2160730.0264021163 2232338.216471731, -2175844.580654172 2232591.539651136, -2175393.835716156 2230915.392391736, -2176647.295850928 2232813.282844116, -2177560.4137347685 2231387.342670121, -2179459.649605562 2233259.8362792516, -2186759.5507647935 2233206.0341901993, -2197505.5532635325 2236523.608885413, -2203373.4673078414 2240674.6566972393, -2215615.020777842 2236492.9503613985, -2221603.168999947 2240381.537137485, -2222402.5598135693 2242795.2037593713, -2232945.9701226987 2243897.218731323, -2238010.7718441864 2240436.623946909, -2242429.249613168 2242717.0205487926, -2250477.351712501 2241780.7722108383, -2248652.4098034194 2248031.773843813, -2243980.1734180325 2249852.5397204123, -2240959.2044010623 2254307.538425043, -2232221.105891235 2254966.0034202207, -2225904.639327696 2260079.46417655, -2221360.4452062426 2259850.820888964, -2218012.8030474 2263622.5241686795, -2211386.569680618 2264059.060918309, -2212603.5937688826 2277736.5855404427, -2210014.339662972 2277668.058212508, -2207815.8343942706 2280513.914106358, -2208008.934755362 2283116.868881036, -2201986.2415952883 2286079.5720028114, -2201436.7808357333 2290393.2924200194, -2193823.8578985482 2296880.0381852575, -2194199.88667694 2299423.627521883, -2191368.9605572647 2304971.6469859025, -2184501.185890733 2307491.069349849, -2182751.009045807 2312209.211188826, -2183668.6675589485 2314032.724350634, -2176308.0460448163 2314721.274861411, -2173490.7274744236 2321209.0511026876, -2176959.3243427514 2324929.8468092596, -2083418.1479055271 2298910.735324311))",,1e-06
378,39860,39860,310M700US39860,"Red Wing, MN","Red Wing, MN Micro Area",M2,2,G3110,1959877521,59113685,+44.4061779,-092.7160003,"POLYGON ((274098.3486664559 2380375.5653533484, 274789.4826254232 2361038.9598201667, 235735.99853630672 2359923.6777948653, 234774.29178594623 2395439.06222573, 241674.04661844313 2394702.5036202352, 244324.9409209206 2395971.581631951, 244215.43106585473 2398827.0549063957, 254229.94772353623 2399127.414591038, 253905.1627633019 2408784.4725484042, 258696.70884046145 2408922.2600143375, 258371.83721216497 2418365.903289596, 266533.6299505294 2411390.632252452, 267642.3970020961 2407462.3634624756, 271799.3199531497 2406379.02252387, 273575.8477720492 2402539.892410479, 275758.1029837919 2403485.803351283, 282234.356629302 2401202.763181339, 290924.2931505059 2401339.184391291, 294219.29359842214 2394172.7671396355, 298241.31518368993 2390851.0631140075, 283302.8328819678 2390393.8145281035, 283639.04432563955 2380702.390374414, 274098.3486664559 2380375.5653533484))",39860,0.08529021998409754
456,39900,39900,310M700US39900,"Reno, NV","Reno, NV Metro Area",M1,1,G3110,22229159293,644116169,+40.2510571,-119.5555069,"POLYGON ((-2006599.4919086716 2054677.6013364708, -2010047.7001119822 2054806.8697600404, -2012410.8559000595 2052044.2455523647, -2018869.7875458621 2052018.503297912, -2022907.1567522709 2048973.4877728124, -2033144.0155085062 2051619.4165850994, -1953549.8772418546 2358336.264894748, -1899752.4937918475 2344539.9212994105, -1915487.3062364035 2281643.5194420954, -1913927.8092713368 2281273.3746710923, -1916798.478007216 2269643.298103323, -1918910.7639262213 2261731.7982946145, -1920940.6448944458 2262306.5897915317, -1928313.1509874868 2232443.6452143937, -1926678.1636251702 2232032.3459564243, -1928894.7880874842 2223032.5554837496, -1938980.639911414 2184074.8722074195, -1941069.9002222037 2184539.454140608, -1955276.3271272243 2128134.935125581, -1945879.3014662853 2125873.687685091, -1949652.584025976 2104941.707255537, -1947139.6881411828 2101812.6100616315, -1950035.5971550015 2090080.7762278307, -1951576.1515599182 2090467.2915381251, -1953005.820314427 2085199.9799942668, -1951464.1153519775 2087149.5540149526, -1939263.7383135646 2093951.6165888712, -1941185.188050019 2092754.38411139, -1947783.525097246 2070863.9056319308, -1950036.3955633964 2071431.3283807167, -1953546.1304062097 2057257.9707378426, -1949744.9088857812 2052925.1665900769, -1947869.790754223 2047416.9205430003, -1946321.064502636 2047030.283263565, -1945546.9773103727 2043365.5428817822, -1943662.95797147 2042901.1827523482, -1940576.3076128836 2035414.002792145, -1939050.3720328347 2035040.055566654, -1939839.1919989549 2031889.0224925843, -1937838.847485489 2031397.0011518993, -1934692.2527371175 2024118.64915232, -1933145.0561548506 2023740.9432964767, -1933915.6696863035 2020586.0724958696, -1930825.8066440765 2019826.6146055667, -1931838.0408978541 2015677.0155668715, -1945446.53546546 2019068.057246523, -1956973.232241816 2006781.1540869607, -1959421.2703313404 1996742.380538979, -1950042.4244470308 1994428.139654582, -1962065.4546877113 1946994.6610283854, -1983071.6651790617 1952001.6392390425, -1994380.368145098 1968844.1973718882, -1990558.5711822724 1991125.6269216726, -1995315.416042159 1992009.812779461, -1993000.312027694 2000181.4288650383, -1994148.4559078848 2002155.6885714314, -1993369.5699701079 2005320.4946968092, -1994901.9288436465 2005707.1929252928, -1994076.078309913 2008866.5238839728, -1992573.0880496344 2008480.863190119, -1990459.1712942468 2016350.1671614042, -1988963.777255336 2015977.9557640774, -1988137.9747988537 2019110.9159453916, -1980339.3299597905 2017994.0968307182, -1977812.1989423058 2028195.2073210187, -1997677.4816039798 2033377.1249052994, -1997813.023836001 2041333.0588928992, -1995627.312228999 2045382.6256392617, -2002778.6268594617 2047250.8138362863, -2005249.156209169 2049529.322742973, -2006599.4919086716 2054677.6013364708))",39900,0.24734850955580198
292,39940,39940,310M700US39940,"Rexburg, ID","Rexburg, ID Micro Area",M2,2,G3110,6043029383,93941603,+44.1427534,-111.5081067,"POLYGON ((-1226609.342779288 2425315.259887787, -1232103.3571068705 2392196.48962235, -1249957.8256107166 2395677.7676816317, -1249429.452633253 2398810.6489027077, -1260043.050247583 2401970.439618078, -1269838.4678368934 2414116.9857245544, -1275913.4993165936 2414409.355875747, -1271346.449263867 2438197.4413056574, -1285474.901791239 2440647.3147370215, -1285199.9526497838 2442246.144055975, -1283783.1823952624 2450166.083427518, -1274243.9920593265 2448468.706942284, -1272569.575875879 2457988.2849602248, -1263124.567656391 2456418.1678794767, -1262328.423659522 2461196.4526506425, -1257936.68898404 2460451.9084021146, -1255106.8475695471 2474583.015911802, -1250342.1094355904 2473785.1567592346, -1248789.4610977927 2483082.67140579, -1235146.3034814429 2480767.1320171384, -1232420.8851673736 2497157.3510934385, -1229754.0357712377 2498101.2692923243, -1224443.2312996567 2494199.0271661677, -1220554.0966787348 2494179.186130773, -1220714.8377928776 2496047.6009183084, -1223753.3088064936 2497371.3354594335, -1222824.3832086565 2506138.327209735, -1220805.8131522932 2505633.8408835363, -1219000.420810297 2508014.0284451125, -1219560.4269344946 2512558.4112641565, -1215390.9680696472 2513555.473006232, -1213653.5869712906 2512164.4953451045, -1210561.6799557793 2516647.5640780376, -1208593.0234554159 2513079.981049027, -1206250.844031035 2513025.1205659634, -1202913.031511255 2505538.4712538198, -1204114.479607665 2503900.277154913, -1202092.672272165 2503570.991920786, -1200002.6522178873 2499991.9032906187, -1201831.0034579686 2499385.34142, -1201466.908437671 2495057.3389504557, -1197953.5489089957 2493649.1586874686, -1198063.3603929493 2491776.585684047, -1194718.9445717083 2488976.778541169, -1195020.5187788059 2485097.833577754, -1189292.121341379 2481523.819575723, -1197763.319043104 2427498.395893536, -1209741.0396017123 2423619.3236882924, -1213291.9351058677 2426108.9770892863, -1219572.6308763686 2423748.3549833526, -1222663.8885716414 2427520.58700458, -1226609.342779288 2425315.259887787))",39940,0.302801841313567
