CSAFP,CBSAFP,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,cbsa_code,lifetime_apps_18plus_share_of_population
,34500,34500,310M700US34500,"Mount Vernon, IL","Mount Vernon, IL Micro Area",M2,2,G3110,1479490501,32550293,+38.3007796,-088.9242100,"POLYGON ((632863.6920748366 1701160.461189222, 594310.5067044672 1698270.0113856643, 591964.7109387892 1737300.715672862, 630343.9057935169 1740281.042540656, 632863.6920748366 1701160.461189222))",34500,0.2467076071136985
198,34540,34540,310M700US34540,"Mount Vernon, OH","Mount Vernon, OH Micro Area",M2,2,G3110,1361036421,10721050,+40.4036198,-082.4223929,"POLYGON ((1156184.5126151883 2035406.8773648548, 1160157.810599846 1998171.1025379316, 1136565.306450334 1995518.3770857714, 1136361.8671391946 1997627.4558078814, 1113245.3673154702 1995740.4772419613, 1112600.0319748728 2003863.6352298374, 1120878.6345773498 2004518.0887959343, 1117971.7471932138 2027291.9732383892, 1140228.200065199 2030570.2618412166, 1156184.5126151883 2035406.8773648548))",34540,0.16255709608310764
500,34580,34580,310M700US34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area",M1,1,G3110,4481277787,483821018,+48.4932917,-121.8157703,"POLYGON ((-1948795.4237502883 3122737.2292224513, -1834554.155277307 3090556.1325888177, -1834095.1560651024 3092266.7847742504, -1822837.5051422117 3089256.4767426252, -1826361.9177155818 3086566.307781487, -1826686.7961687203 3084005.5885435673, -1824491.5478357123 3080798.9172719414, -1822100.1631710008 3082118.7950724955, -1820658.2657991734 3078373.0841519423, -1823050.8289340043 3074443.7857236033, -1828024.4921457614 3073772.07187445, -1830590.7565862264 3074636.9026272716, -1832538.9935076067 3079725.4838646995, -1834459.3370818342 3077906.6642956627, -1840765.3873372443 3079542.1292722207, -1841737.3535114692 3076341.7766395546, -1849181.9034168082 3076772.893800006, -1850889.488552888 3074341.762565162, -1849775.8930788697 3070961.8990055486, -1853023.639930079 3067335.246669261, -1852444.6749526614 3062038.567192155, -1854812.4224877998 3061593.209307444, -1855571.1574403313 3059383.9107521586, -1851139.8838783482 3055702.515081444, -1956239.3391320358 3085068.0340432045, -1961304.334802452 3092748.436468191, -1961873.6644282523 3100332.1095746905, -1972844.017655623 3102241.8372206837, -1968985.6630598179 3123426.5578211257, -1963995.014095199 3127085.896473722, -1956048.580329464 3122571.0639613443, -1948795.4237502883 3122737.2292224513))",34580,0.032175032175032175
294,34620,34620,310M700US34620,"Muncie, IN","Muncie, IN Metro Area",M1,1,G3110,1015558818,9841207,+40.2275433,-085.3992617,"POLYGON ((875533.1070404034 1976696.6396477956, 905466.0817562453 1980869.7386727035, 909773.2701576003 1947274.5397849071, 879375.799042868 1943896.9876437038, 875533.1070404034 1976696.6396477956))",34620,0.3044750337381916
,34660,34660,310M700US34660,"Murray, KY","Murray, KY Micro Area",M2,2,G3110,996789154,66909731,+36.6209783,-088.2740857,"POLYGON ((702983.1741321038 1539123.7408722104, 705926.7052662144 1528615.3703977335, 704476.301177514 1523880.4733882986, 665890.7481064479 1521196.159492628, 663984.7271176022 1549046.7289352166, 697064.1413269998 1551376.234427116, 702983.1741321038 1539123.7408722104))",34660,0.26681536866576605
396,34680,34680,310M700US34680,"Murrells Inlet, SC","Murrells Inlet, SC Micro Area",M2,2,G3110,2107383729,550477433,+33.4175309,-079.2963325,"POLYGON ((1559511.3448852894 1263689.7678159885, 1558852.1632163008 1260090.2211045027, 1554773.767160254 1257153.6351600776, 1548853.550531526 1247393.5789773157, 1542768.270589522 1252548.8111345104, 1542463.0861151833 1255130.3968000165, 1535266.5111344303 1255254.8599982597, 1524549.9661391582 1260642.7191055892, 1523879.7861107704 1262506.9542354515, 1521673.2473604449 1262144.7560039856, 1521796.3119317873 1263370.599339438, 1520648.635442366 1262031.343267562, 1514175.6276952506 1263669.599383777, 1513722.0865493994 1264954.828056434, 1502639.498057752 1266699.6866242213, 1502026.2657217332 1270255.334841678, 1505334.8490510602 1274933.8493101771, 1507901.0430458083 1283323.412731854, 1519439.7033510963 1299985.0558377947, 1518378.3378044236 1302450.059740904, 1519510.3584358657 1312955.2777619008, 1524850.5314817072 1324134.4730780765, 1527073.473768827 1323946.020217862, 1532149.781291827 1317066.9293117325, 1534381.6026746605 1317748.661435745, 1533931.8478884632 1316655.2212219508, 1535308.1155642932 1316589.5400503129, 1538342.7524243682 1318906.9726044894, 1542505.5105814228 1316802.3155664727, 1543372.2861794971 1314075.8881628434, 1546180.2791486299 1313762.6125274329, 1545247.8075933743 1313068.8357875086, 1547272.9878782579 1308645.5438403904, 1549215.745154245 1309405.9938873472, 1549813.8384372992 1305424.7619292603, 1565697.1861748188 1308259.1097689352, 1558158.1501476807 1293748.129220661, 1555065.0061959228 1283257.1322497183, 1555814.8603895982 1276093.2391928288, 1554509.625850146 1269277.2172554077, 1559511.3448852894 1263689.7678159885))",34680,0.004299132947976878
209,34700,34700,310M700US34700,"Muscatine, IA","Muscatine, IA Micro Area",M2,2,G3110,1132964467,30262337,+41.4837760,-091.1186992,"POLYGON ((384415.7503072337 2045983.304670146, 383224.0581027426 2075319.5553153746, 431377.35475651285 2077610.803721424, 432054.8429093435 2061547.2133820045, 426475.2506265528 2061357.2288623222, 420343.14888838946 2057383.7550246604, 416141.92425897816 2058608.3651780665, 411478.70479062974 2056759.9350893649, 409087.92500308354 2046948.9679665628, 384415.7503072337 2045983.304670146))",34700,0.22370086763207458
266,34740,34740,310M700US34740,"Muskegon-Norton Shores, MI","Muskegon-Norton Shores, MI Metro Area",M1,1,G3110,1305130150,2476314283,+43.4287388,-086.4209083,"POLYGON ((814353.1481036237 2288981.0575360158, 815459.8092557751 2279326.6275172313, 718792.5773314222 2269563.7415513434, 712891.7125423682 2298352.6718766545, 712488.834693729 2308582.614359512, 800757.8565276072 2316904.1432694956, 802832.5141307814 2297597.6021636007, 822791.3294073503 2299665.7566853855, 823825.8239812588 2289912.1244542357, 814353.1481036237 2288981.0575360158))",34740,0.2560197304372282
538,34780,34780,310M700US34780,"Muskogee, OK","Muskogee, OK Micro Area",M2,2,G3110,2099548041,76078026,+35.6175506,-095.3839106,"POLYGON ((20958.255405624146 1408220.242712303, 20934.796196088533 1422670.447757811, 31290.30036790124 1422742.5469196395, 32403.303155209152 1415015.5044800374, 36766.10406842301 1412521.1839487401, 39142.18923011847 1415078.7525325792, 47090.91444890875 1416976.6558710688, 51403.44584811603 1416318.601616326, 57103.0355560491 1419061.7849649312, 78170.11663570098 1418129.773444761, 78005.73280087908 1386029.7129857414, 82267.6535714813 1378831.5951650008, 85482.54452079625 1378583.0595767242, 79204.24204851479 1368847.9863481072, 77725.35967064487 1369711.181029313, 75598.73058009741 1368467.8435659213, 77366.87108070489 1366939.8052947898, 73836.73653384965 1365616.7705343096, 74385.58716180411 1360940.3883294251, 72199.924722813 1361077.5993037603, 68214.58736026107 1356349.2402365715, 63027.63854435674 1360759.548855773, 59083.370737230834 1359795.5649710938, 58880.74632551894 1388753.015491348, 25796.13381087263 1388587.5429821725, 25725.796132273146 1408074.6560650072, 20958.255405624146 1408220.242712303))",34780,0.27424868111675327
396,34820,34820,310M700US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC","Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",M1,1,G3110,2934864511,314859967,+33.9092694,-078.9766749,"POLYGON ((1579556.7181594162 1328380.6810093836, 1565697.1861748188 1308259.1097689352, 1551167.6825238236 1305475.0281609262, 1549813.8384372992 1305424.7619292603, 1549081.353063989 1309561.9492211214, 1547272.9878782579 1308645.5438403904, 1545247.8075933743 1313068.8357875086, 1546043.0380487272 1312766.3887395307, 1546180.2791486299 1313762.6125274329, 1543372.2861794971 1314075.8881628434, 1542568.1791348117 1316748.5105859516, 1538996.6001384954 1318640.464135232, 1532328.8658249744 1326292.2887775197, 1529686.4131197862 1336552.8236635784, 1523900.091718017 1339980.3566894643, 1523459.5033617532 1342848.5941290131, 1520488.6886450453 1345154.8543890838, 1520585.5402238453 1348105.3201096968, 1522648.2482767834 1349644.3984595418, 1522577.6577670972 1352683.5288211775, 1527028.8638763041 1356318.7185089407, 1526133.543365172 1359847.6486384657, 1528443.6101004044 1362301.4590420164, 1528723.112437298 1367698.663265617, 1534160.9478204811 1375554.2507464816, 1534010.0540013246 1380277.4847721853, 1536937.6589882036 1385133.5049607824, 1538140.4942619556 1385798.7896398657, 1599481.429571865 1341756.3634718477, 1587887.0840974064 1335494.8494024284, 1579556.7181594162 1328380.6810093836))",34820,0.5326780559203486
,34860,34860,310M700US34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",M2,2,G3110,2450966944,89731149,+31.6205598,-094.6202497,"POLYGON ((96344.26535082787 969297.5055096163, 98624.652544788 969710.6017108636, 100107.37163929787 975135.5626249149, 145881.34407580402 975605.7247096379, 148561.20863535666 970757.6345327887, 147827.30417098646 967954.260973101, 149758.3425154157 964778.859746324, 149419.1208088945 960283.5255595762, 151576.3830351929 952824.7684597778, 154344.58915518742 952256.3370713097, 160203.67712893244 945446.608829606, 160646.16184717303 938120.0764296728, 158613.8843152845 930751.2834314061, 160547.97608694705 928827.9234759755, 158507.3361789219 926361.4208281488, 158176.5158917131 922234.4137680538, 159825.38453339387 916153.5547233004, 157570.05040485173 911128.6079554219, 158753.35161602273 906687.5374326786, 152226.0330969476 915331.1070692478, 147215.7827364563 917021.2995872367, 145365.5092808664 923752.4221878455, 141886.63886664662 927256.6684924171, 138556.6093449421 925880.772878743, 137805.90966536844 929551.9859876765, 134340.93961712046 929663.6720998435, 133144.22277417302 931440.8576613652, 129930.53850318753 930229.2876399158, 126442.63088548828 932489.976489171, 123513.79062987183 931569.7708119339, 113192.75223101571 935748.0611117693, 111419.1944870423 934996.9761896393, 105581.65123929387 939998.0899514988, 103962.98512370462 942554.2280283801, 104780.17664963375 945369.2009313334, 102185.78830909648 944764.4715761496, 101479.26185470891 948894.0595448194, 98786.94784491588 952195.4904123554, 99073.06465132537 956647.4394021119, 97609.37081120256 958646.4935785441, 98670.043067571 961489.373685565, 96918.47682863027 963079.5765790604, 97413.82186564391 964922.278162354, 101274.15005428981 965826.003069514, 96344.26535082787 969297.5055096163))",34860,0.2898645179128649
,34880,34880,310M700US34880,"Nantucket, MA","Nantucket, MA Micro Area",M2,2,G3110,119637317,666826385,+41.2933918,-070.1021635,"POLYGON ((2094604.7687982828 2313130.2953319745, 2100562.512973426 2318140.8604708947, 2102194.9172400367 2324215.839562071, 2105739.147869387 2328194.235963039, 2112255.5525225885 2330002.806745499, 2114480.5779747437 2327954.638580472, 2120245.0852586664 2327810.538982664, 2124060.203830824 2329848.3620379814, 2121592.1001257338 2332945.4638689584, 2121425.8414787087 2336815.73269668, 2125619.6849042876 2340770.993241423, 2132798.549215828 2338101.1688018446, 2142996.400714962 2325598.98971936, 2141739.642032769 2318175.9956536647, 2134858.958855846 2313517.5243684337, 2122060.0306077916 2311966.7046041577, 2106675.151061003 2316015.597941985, 2097723.439800019 2312279.256163697, 2094604.7687982828 2313130.2953319745))",34880,0.09619306594153637
488,34900,34900,310M700US34900,"Napa, CA","Napa, CA Metro Area",M1,1,G3110,1947606941,104444154,+38.5070999,-122.3259045,"POLYGON ((-2226513.624331927 2027956.1446274794, -2230961.7558081253 2019346.3666620944, -2228690.857707108 2006852.7756597388, -2229246.222151187 2005873.2890284234, -2241022.165609541 2009180.0770284364, -2240876.2667067316 2004008.2709883114, -2243459.9904195685 2003915.7160199478, -2241767.2218398503 2002476.3112100596, -2243494.204937233 2002310.8544271376, -2242760.235790009 1998878.5318955749, -2245926.8213897976 1994719.0220985867, -2245035.5362000326 1991589.632985247, -2262668.075440067 1996669.7477062463, -2259296.819867607 1996077.1483920894, -2258654.733152797 1998676.608036653, -2256715.1353881243 1999441.9868409487, -2256431.8370908126 2005423.001059447, -2258621.2745995726 2010209.4290564018, -2257070.008691323 2012450.6089358171, -2257612.343185999 2016051.8471775663, -2261976.3819175386 2027823.5228093076, -2259650.4496228276 2030270.388302296, -2263221.621395045 2033426.44144798, -2262851.3448930806 2039196.6122417336, -2268619.650992053 2046615.110608219, -2268954.7628390323 2050062.4007842764, -2266662.458706838 2052311.8186478098, -2265658.433932692 2057418.6769396954, -2250491.2607235718 2057362.837090024, -2243377.9454273214 2063123.8062565664, -2242701.763996576 2065920.3544828508, -2240013.725933084 2066282.5476816762, -2239954.501471154 2072790.9650287386, -2237116.686168051 2068668.8830897457, -2231769.708459836 2067626.8640391272, -2230674.951180857 2050841.9779316948, -2227348.181719608 2044847.8001222075, -2228460.6737796776 2041025.417848271, -2226863.929253502 2041249.9978425216, -2226255.84327346 2038652.6351013728, -2226513.624331927 2027956.1446274794))",,1e-06
163,34940,34940,310M700US34940,"Naples-Marco Island, FL","Naples-Marco Island, FL Metro Area",M1,1,G3110,5172193058,1574828913,+26.1187860,-081.4009553,"POLYGON ((1525211.3761398767 428017.427130522, 1427721.1796757875 412369.79771856574, 1420521.6057079718 421651.5135175058, 1412175.40482274 437675.1524312459, 1404179.9094150502 462550.7185815005, 1392431.582476062 459847.02143199183, 1379599.6407981212 463979.1182552985, 1421987.463388514 470320.40826711786, 1422229.0749543256 468780.99489231955, 1438243.9670809293 471349.0273777629, 1436373.794319183 482572.87161094707, 1446021.5556454598 484217.06425527856, 1444355.1318688614 494050.7924796086, 1473274.05464903 498939.2914091084, 1478104.8429685694 470323.8538871653, 1516653.5985659922 477122.69499514974, 1525211.3761398767 428017.427130522))",,1e-06
400,34980,34980,310M700US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,1,G3110,16321839419,197495561,+36.0915767,-086.7229798,"POLYGON ((839332.3492969195 1553761.3083262502, 903061.7772432202 1556934.9289694438, 901941.7196436382 1519239.0279691392, 904381.4242971825 1515345.5221104482, 906716.0327213471 1515896.5628369176, 908441.3215642321 1514251.0591749996, 908486.9584819814 1511298.4431848766, 906210.1494686214 1510465.5755180249, 907145.5415953571 1507020.2218678375, 908857.5928164645 1507019.5029733921, 907146.8450688311 1506526.1915296547, 907398.320594825 1502307.551640007, 903252.6780417197 1500390.941293131, 902706.74439372 1497428.6958170622, 898342.7581378886 1499566.061928751, 898471.0212065693 1497395.1314490058, 893974.7159787228 1498429.3502258495, 891955.8027357962 1495528.4981252765, 885720.0550294515 1495250.4520931393, 885246.9798961048 1494247.3557194886, 890883.2515920509 1481222.7221297668, 903825.6577301888 1469101.095464163, 895947.5012962434 1456291.2099861966, 896311.7584548672 1447193.3841143597, 887964.0272090228 1445538.4709050776, 875428.2560724532 1450944.3327612637, 873423.4364495593 1448460.2415500844, 874183.5539887702 1442429.3429609889, 865173.6675755309 1445146.05644115, 860262.6746296658 1439505.621751665, 858670.9401021708 1442839.9798297891, 854735.0701721716 1441116.511133642, 846841.3637490722 1447049.7031628143, 838470.5080088262 1446709.1921758694, 838373.1933715532 1444890.3198683076, 834434.119467787 1447164.7975958064, 829757.8918005631 1445500.0306376382, 828565.7796755612 1446400.4251300618, 828239.9362589133 1445081.4993077223, 825419.1032061459 1445948.0927775826, 824251.0029859504 1444134.2070855196, 822864.7809634255 1444554.529564848, 821337.4090747368 1425185.620884762, 819642.2473152457 1422432.2686871227, 819055.1750568928 1424485.977605227, 818898.9830278081 1421406.7261936828, 815863.9559642981 1416872.55103272, 812690.3701152988 1416029.2425927662, 812600.5500074226 1411701.852057127, 810389.5584523712 1412279.4825271107, 809933.121654227 1410898.0930182424, 797634.6259668772 1415121.0559293306, 791561.3239396168 1411726.0021566222, 782302.990043099 1412132.4734573783, 783961.6690877508 1419448.0387107676, 782811.2660627565 1419230.7333841138, 781699.3174984414 1423980.7885908165, 779195.9297042008 1423872.3632049973, 779260.8980521079 1425957.1631061332, 775739.4611348391 1427548.8476362315, 776150.0078870578 1435960.0541232817, 765835.3777491054 1430079.4987439378, 757651.0059637721 1431042.332803372, 754074.0912762181 1433318.9661647673, 751011.5453874635 1430736.9909043307, 751613.9380860004 1429293.7023426301, 747950.3567784866 1427791.537603942, 740086.4636348333 1433083.1097405637, 740102.6047560229 1437601.2726063747, 742515.3207886127 1437955.0874473732, 740305.6273772494 1440306.9477855542, 740872.9184183873 1460545.0848007388, 745103.4458839269 1461998.418304372, 748911.6154812425 1466209.3414679538, 753599.0993883746 1466552.9580770554, 755963.773898666 1469721.9097212467, 753494.3711505054 1474082.9583577157, 753473.751218828 1482837.2971090078, 750662.7056640652 1491984.3686511712, 753786.6502118451 1500250.2915965926, 753824.6342908561 1509904.7449947412, 772690.5182949258 1509110.2629348747, 774102.3790419709 1510106.155332294, 774260.9274135296 1513983.4677831116, 775839.4613597023 1514173.2898001669, 780334.2421097019 1521062.1048739564, 782674.4916617785 1520625.905406053, 783172.2689594544 1523035.303457094, 784079.9363432373 1521509.134144936, 785214.3460212492 1522091.9016890218, 784851.0304084911 1525151.7963061503, 787380.1907899942 1526561.048518237, 787309.7468573079 1534158.5716066712, 786624.7285765653 1537116.2351804452, 783574.0445877963 1538734.5203350415, 785179.4042646477 1538499.5805961092, 784682.5083958447 1545045.695606386, 785908.1808136577 1547453.2028382202, 832093.73836493 1553046.2432089215, 834594.6718024401 1551169.3791340021, 839332.3492969195 1553761.3083262502))",34980,0.2383156123995942
,35020,35020,310M700US35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",M2,2,G3110,4345954362,218075392,+31.5429184,-091.3825333,"POLYGON ((436955.39532135375 975788.3110603704, 438809.29583689215 985736.5139486804, 443209.3100074712 987180.1654776584, 444240.07423449814 982569.8584233134, 446445.903957771 981675.9870337091, 447920.7754662577 984295.301391106, 445513.515726223 987127.4928701832, 447414.7216208588 988470.1128953443, 469518.16614473227 988711.73360188, 485816.8805831523 985662.4589671433, 485126.1780332182 981019.5735451992, 496078.7910810796 981699.5320246298, 497058.7997095592 962235.2595584632, 457758.7616008024 960025.3476279222, 458847.26276165026 930726.2833589099, 454008.6198272251 931385.5183238073, 453042.081512565 933296.2660792603, 449370.48696794116 931741.5599920125, 447719.7643133926 932761.0387834845, 433841.9301597839 925959.3462329145, 429609.4387763962 926261.0449954637, 429540.80246037315 922474.2682905409, 427178.8652366138 922077.9853731439, 429098.6587419111 919562.0761140309, 428351.3260685623 915965.9151661495, 424421.8078964012 914311.4769590116, 423167.8109620514 916908.2739435056, 420226.6055305191 915515.3966449273, 415478.536963152 904007.4699539344, 421853.91377432767 897746.1333194379, 421975.0379767248 894649.2808616415, 412996.22012226796 886597.1545630642, 413917.8095882217 894078.1479416086, 406794.03844618466 894541.8084810339, 408420.16926480934 901461.576371739, 406797.74652863987 904602.9174783352, 408208.7364124196 907695.0250181328, 410002.778161961 907909.9025190863, 410487.4512460955 910719.9950692233, 407637.98234340677 912917.3866967633, 406116.3737128006 911811.1259469468, 397559.20853315137 915602.0467671017, 395208.67657693406 918757.0316066861, 396085.56396404345 921787.7839621175, 393177.18545353506 921979.4588438392, 391879.8177150144 923737.5187084911, 393021.2732349099 930332.3463895743, 400072.6783149801 932212.6098476109, 392550.441436401 935741.8761299669, 392043.87160914077 944202.7768676947, 394604.72081695445 944449.1482580155, 396939.36618377705 938042.8412924883, 402370.5716730701 937366.4404178757, 405024.8094010718 939158.075451237, 403964.3857112739 941362.5900414775, 397166.2323761815 942250.4536161933, 399469.595909555 947597.3786366084, 394849.5050170565 951876.3611810006, 394513.36574897094 955862.1980129575, 398858.9994734296 961510.4557511004, 402155.2232600871 957820.37149171, 404944.1993709283 960067.0502580333, 404554.85693236266 964989.2489753319, 407051.3858807456 972417.356426502, 411343.7625860329 970945.9096393158, 415331.950152895 974886.9251728199, 419948.5440436272 970726.3208170458, 421088.4582602845 972460.0516289466, 420123.1729709021 974033.771478762, 433668.0148907781 974851.6553818443, 435860.60159070283 974265.5899263438, 435725.0085638917 972661.2270948683, 437236.8429764231 974447.4171089509, 445380.9933964517 974432.7732411677, 446954.4955714312 976215.0056631134, 444843.22792547476 977459.1087178513, 436955.39532135375 975788.3110603704))",35020,0.22529943663305402
,35060,35060,310M700US35060,"Natchitoches, LA","Natchitoches, LA Micro Area",M2,2,G3110,3245276855,120549024,+31.7325086,-093.0825461,"POLYGON ((285573.00705051137 963929.9004537571, 286917.86668107443 963098.8945013213, 286623.78159608995 960705.2551812903, 292452.4272000718 958622.4371219026, 292250.2083430776 954618.4185246755, 302256.2977242225 951984.7661470668, 310356.49133580277 943401.2725372418, 306467.79926493374 938692.6335457257, 301657.02655017126 936129.4245671071, 301732.27227311296 934583.9358094218, 298569.5183470497 933650.7328287625, 298612.8579023455 932010.9196061869, 296274.07711401285 931939.6119287097, 294791.19044935814 928639.539980337, 292420.11272827955 928573.4380646065, 292511.87828815304 926178.067381864, 289298.5933689938 926021.9049771285, 289383.5960074963 923689.5437321829, 281265.30722155696 925323.4313392628, 261895.56447390444 924768.6948072615, 261322.34470979456 944112.0618177209, 251783.97428627763 943885.4790393638, 251158.7569799462 963464.258789299, 241416.8391761866 963227.8378126275, 240922.61300814673 985398.1945546635, 242798.42215690188 987726.7295019215, 244832.67958487655 985985.1460910225, 248955.71671116873 987694.8885360319, 249449.48339777673 983977.4794361435, 256157.7072601023 982859.7371147267, 258510.14326559694 985858.2945784294, 259879.7779508496 984807.5924559176, 259752.62434405787 992523.2429737503, 270781.5726543907 992831.5701978339, 267179.16728124977 996843.153300078, 269096.12346039107 1002101.2445135433, 264000.0732623803 1012237.6642629668, 287274.72381259035 1012891.4942935213, 290692.79047932854 1006604.8142207111, 292873.70482851536 997924.9766528733, 291388.07441988774 995318.7515852636, 293155.3813471617 994544.4077851425, 294293.83777510223 990592.7182779629, 292379.63256646023 987782.741722398, 292082.26108884404 980613.2301231857, 287291.1571280225 980355.8192891786, 288501.132902731 976686.3353405684, 287324.0242461101 976964.7465811023, 287351.5914759068 972393.3882663709, 285886.5116784317 971936.102274303, 285573.00705051137 963929.9004537571))",35060,0.2728477770214595
404,35100,35100,310M700US35100,"New Bern, NC","New Bern, NC Micro Area",M2,2,G3110,3922342342,761925970,+35.1168292,-077.0813197,"POLYGON ((1765439.6932722256 1532946.2444408808, 1734381.787149453 1501377.1000177239, 1740613.5904685522 1497615.602091546, 1738569.2790639391 1489379.060960808, 1733312.399950126 1485683.1620491706, 1722219.2022878982 1483254.5115186905, 1716312.0018696114 1479725.0994946552, 1716685.662838557 1478038.31328281, 1705031.9420188605 1475916.9726366727, 1702632.4499545938 1473467.1277711233, 1698573.4907361758 1472792.5180447095, 1698015.1336807217 1470987.6912061998, 1695157.6212655406 1473804.843671771, 1695913.7086389232 1476942.422072297, 1694111.6370198554 1476385.7072780954, 1691174.0358758997 1481786.8581773755, 1686266.7770788705 1485231.491898769, 1680258.625681845 1485550.1940987115, 1677780.6054460232 1483545.170177005, 1677832.5271022108 1481596.4689279585, 1664422.0951813923 1485898.0404512861, 1652001.8477964413 1485149.1627455896, 1649043.9069837318 1483367.187507594, 1643315.3980942643 1486153.2397153233, 1653479.2037220798 1495347.2700863245, 1659609.2153906561 1508121.2018747367, 1656344.7107238276 1515483.6041042067, 1661383.8587167119 1514878.3831456825, 1664935.6277447904 1518647.4775175746, 1661985.9728530447 1523036.6464677535, 1662945.17031415 1526686.0029172702, 1665853.8638536427 1528773.2430490258, 1669925.6460735407 1527801.610170611, 1673973.962581315 1534509.0993149194, 1678637.030527943 1532627.910867284, 1679455.6866241514 1537967.8408302553, 1681739.1334327338 1538290.3806718937, 1682404.2517140862 1540672.3920514986, 1705334.7819855418 1531901.387159449, 1717255.2279767387 1524626.9177143357, 1735646.3737106894 1530607.2555794548, 1736449.2172388206 1535811.3434990898, 1734852.6942688702 1541362.571818975, 1736491.28342809 1545243.275442196, 1750033.2442562983 1544333.0542182114, 1765439.6932722256 1532946.2444408808))",35100,0.13326266148846794
192,35140,35140,310M700US35140,"Newberry, SC","Newberry, SC Micro Area",M2,2,G3110,1632484450,44099986,+34.2898805,-081.5996761,"POLYGON ((1336430.5379919102 1345638.4921645073, 1335607.4440483598 1340289.9554045869, 1330095.9559763798 1337205.0480174015, 1327884.7118781141 1331443.769899796, 1333133.3807167395 1326630.5246880217, 1332003.4656161682 1325393.7049488977, 1326106.1971798977 1326341.8311233886, 1322928.9401140248 1324337.5646439581, 1319497.8489450666 1324699.972835007, 1300276.8112818194 1333742.490170353, 1296338.4704586742 1330548.459572377, 1288761.560484568 1331084.6540061284, 1287486.905939128 1329514.5150670211, 1287993.032628603 1326133.9779790163, 1280716.422903861 1332561.9118419639, 1283601.5484539992 1343996.0016908073, 1292717.4244636255 1352681.324649308, 1302418.3824119745 1373200.1435267916, 1311525.3237342231 1368181.0370479813, 1313143.6837651262 1364815.48399191, 1317465.2501016234 1370565.5644409568, 1322920.228644073 1371902.2343399748, 1327115.0415143033 1360719.3695310098, 1336430.5379919102 1345638.4921645073))",35140,0.18428280608782757
294,35220,35220,310M700US35220,"New Castle, IN","New Castle, IN Micro Area",M2,2,G3110,1014957930,7652084,+39.9295911,-085.3973629,"POLYGON ((912865.778838154 1915098.0809771786, 881192.5353845465 1911335.947227866, 880154.7991046719 1920962.551073307, 881831.297369356 1921138.650204563, 879375.799042868 1943896.9876437038, 909773.2701576003 1947274.5397849071, 913482.428549491 1924794.262970827, 911819.0197416681 1924579.4500813393, 912865.778838154 1915098.0809771786))",35220,0.1644348268839104
405,35300,35300,310M700US35300,"New Haven, CT","New Haven, CT Metro Area",M1,1,G3110,951177351,653525530,+41.2901671,-072.8370243,"POLYGON ((1897632.5901337522 2281049.5973671377, 1899399.6667634682 2287816.612596413, 1897516.6345432592 2290263.3046097243, 1897477.980774242 2294777.3981513693, 1899057.4618447134 2295593.4017200833, 1900191.5313490932 2293949.4882799084, 1901121.2173646216 2296349.2149878913, 1904904.2745596925 2297961.0525644985, 1908910.4023221477 2288172.6570921917, 1909608.1538887038 2281186.017450835, 1916599.5293365254 2284661.3127417914, 1917805.2782700232 2283922.824640903, 1917428.5759438993 2282642.971594056, 1921386.9877446003 2279852.8861550647, 1922773.0448808763 2273673.2397967037, 1925207.773677943 2273638.094554716, 1931905.393260677 2266793.692308482, 1933885.5117806427 2258940.6710305135, 1898228.870405188 2239582.143717547, 1886128.134014529 2246817.7419950236, 1886098.4982867588 2258442.2912184778, 1888823.9534551406 2263412.765093742, 1886141.5300026196 2271699.0371761485, 1886125.7677865438 2279545.395218012, 1887786.2519487417 2281276.8838800504, 1897632.5901337522 2281049.5973671377))",,1e-06
