ZIP,CBSA,STATE_NAME
02131,14460,MA
02132,14460,MA
02133,14460,MA
02134,14460,MA
02135,14460,MA
02136,14460,MA
02137,14460,MA
02138,14460,MA
02139,14460,MA
02140,14460,MA
02141,14460,MA
02142,14460,MA
02143,14460,MA
02144,14460,MA
02145,14460,MA
02148,14460,MA
02149,14460,MA
02150,14460,MA
02151,14460,MA
02152,14460,MA
02155,14460,MA
02163,14460,MA
02169,14460,MA
02170,14460,MA
02171,14460,MA
02176,14460,MA
02180,14460,MA
02184,14460,MA
02185,14460,MA
02186,14460,MA
02188,14460,MA
02189,14460,MA
02190,14460,MA
02191,14460,MA
02196,14460,MA
02199,14460,MA
02201,14460,MA
02203,14460,MA
02205,14460,MA
02210,14460,MA
02215,14460,MA
02217,14460,MA
02222,14460,MA
02238,14460,MA
02269,14460,MA
02301,14460,MA
02302,14460,MA
02303,14460,MA
02304,14460,MA
02305,14460,MA
02322,14460,MA
02324,14460,MA
02325,14460,MA
02327,14460,MA
02330,14460,MA
02331,14460,MA
02332,14460,MA
02333,14460,MA
02334,39300,MA
02337,14460,MA
02338,14460,MA
02339,14460,MA
02341,14460,MA
02343,14460,MA
02344,14460,MA
02345,14460,MA
02346,14460,MA
02347,14460,MA
02347,39300,MA
02348,14460,MA
02349,14460,MA
02350,14460,MA
02351,14460,MA
02355,14460,MA
02356,39300,MA
02356,14460,MA
02357,39300,MA
02358,14460,MA
02359,14460,MA
02360,12700,MA
02360,14460,MA
02361,14460,MA
02362,14460,MA
02364,14460,MA
02366,14460,MA
02367,14460,MA
02368,14460,MA
02370,14460,MA
02375,39300,MA
02375,14460,MA
02379,14460,MA
02381,14460,MA
02382,14460,MA
02420,14460,MA
02421,14460,MA
02445,14460,MA
02446,14460,MA
02447,14460,MA
02451,14460,MA
02452,14460,MA
02453,14460,MA
02454,14460,MA
02455,14460,MA
02458,14460,MA
02459,14460,MA
02460,14460,MA
02461,14460,MA
02462,14460,MA
02464,14460,MA
02465,14460,MA
02466,14460,MA
02467,14460,MA
02468,14460,MA
02471,14460,MA
02472,14460,MA
02474,14460,MA
02476,14460,MA
02477,14460,MA
02478,14460,MA
02481,14460,MA
02482,14460,MA
02492,14460,MA
02493,14460,MA
02494,14460,MA
02532,12700,MA
02532,14460,MA
02534,12700,MA
02535,47240,MA
02536,12700,MA
02537,12700,MA
02538,14460,MA
02539,47240,MA
02540,12700,MA
02541,12700,MA
02542,12700,MA
02543,12700,MA
02552,47240,MA
02553,12700,MA
02554,34880,MA
02556,12700,MA
02557,47240,MA
02558,14460,MA
02559,12700,MA
02561,12700,MA
02562,12700,MA
02563,12700,MA
02564,34880,MA
02568,39300,MA
02568,47240,MA
02571,14460,MA
02574,12700,MA
02575,47240,MA
02576,14460,MA
02584,34880,MA
02601,12700,MA
02630,12700,MA
02631,12700,MA
02632,12700,MA
02633,12700,MA
02634,12700,MA
02635,12700,MA
02637,12700,MA
02638,12700,MA
02639,12700,MA
02641,12700,MA
02642,12700,MA
02643,12700,MA
02644,12700,MA
02645,12700,MA
02646,12700,MA
02647,12700,MA
02648,12700,MA
02649,12700,MA
02650,12700,MA
02651,12700,MA
02652,12700,MA
02653,12700,MA
02655,12700,MA
02657,12700,MA
02659,12700,MA
02660,12700,MA
02661,12700,MA
02662,12700,MA
02663,12700,MA
02664,12700,MA
02666,12700,MA
02667,12700,MA
02668,12700,MA
02669,12700,MA
02670,12700,MA
02671,12700,MA
02672,12700,MA
02673,12700,MA
02675,12700,MA
02702,39300,MA
02702,14460,MA
02703,39300,MA
02712,39300,MA
02713,47240,MA
02715,39300,MA
02717,39300,MA
02718,39300,MA
02719,39300,MA
02720,39300,MA
02721,39300,MA
02722,39300,MA
02723,39300,MA
02724,39300,MA
02725,39300,MA
02726,39300,MA
02738,14460,MA
02739,14460,MA
02740,39300,MA
02741,39300,MA
02742,39300,MA
02743,39300,MA
02744,39300,MA
02745,39300,MA
02746,39300,MA
02747,39300,MA
02748,39300,MA
02760,14460,MA
02760,39300,MA
02761,39300,MA
02762,14460,MA
02763,39300,MA
02764,39300,MA
02766,39300,MA
02767,14460,MA
02767,39300,MA
02768,39300,MA
02769,39300,MA
02770,14460,MA
02770,39300,MA
02771,39300,MA
02777,39300,MA
02779,14460,MA
02779,39300,MA
02780,39300,MA
02790,39300,MA
02791,39300,MA
02801,39300,RI
02802,39300,RI
02804,39300,RI
02806,39300,RI
02807,39300,RI
02808,39300,RI
02809,39300,RI
02812,39300,RI
02813,39300,RI
02814,39300,RI
02815,39300,RI
02816,39300,RI
02817,39300,RI
02818,39300,RI
02822,39300,RI
02823,39300,RI
02824,39300,RI
02825,39300,RI
02826,39300,RI
02827,39300,RI
02828,39300,RI
02829,39300,RI
02830,39300,RI
02831,39300,RI
02832,39300,RI
02833,39300,RI
02835,39300,RI
02836,39300,RI
02837,39300,RI
02838,39300,RI
02839,39300,RI
02840,39300,RI
02841,39300,RI
02842,39300,RI
02852,39300,RI
02857,39300,RI
02858,39300,RI
02859,39300,RI
02860,39300,RI
02861,39300,RI
02862,39300,RI
02863,39300,RI
02864,39300,RI
02865,39300,RI
02871,39300,RI
02872,39300,RI
02873,39300,RI
02874,39300,RI
02875,39300,RI
02876,39300,RI
02877,39300,RI
02878,39300,RI
02879,39300,RI
02880,39300,RI
02881,39300,RI
02882,39300,RI
02883,39300,RI
02885,39300,RI
02886,39300,RI
02887,39300,RI
02888,39300,RI
02889,39300,RI
02891,39300,RI
02892,39300,RI
02893,39300,RI
02894,39300,RI
02895,39300,RI
02896,39300,RI
02898,39300,RI
02901,39300,RI
02902,39300,RI
02903,39300,RI
02904,39300,RI
02905,39300,RI
02906,39300,RI
02907,39300,RI
02908,39300,RI
02909,39300,RI
02910,39300,RI
02911,39300,RI
02912,39300,RI
02914,39300,RI
02915,39300,RI
02916,39300,RI
02917,39300,RI
02918,39300,RI
02919,39300,RI
02920,39300,RI
02921,39300,RI
02940,39300,RI
03031,31700,NH
03032,14460,NH
03033,31700,NH
03034,14460,NH
03034,18180,NH
03036,14460,NH
03037,18180,NH
03037,14460,NH
03038,14460,NH
03041,14460,NH
03042,14460,NH
03043,31700,NH
03044,14460,NH
03045,31700,NH
03045,18180,NH
03046,18180,NH
03047,31700,NH
03048,31700,NH
03049,31700,NH
03051,31700,NH
03052,31700,NH
03053,14460,NH
03054,31700,NH
03055,31700,NH
03057,31700,NH
03060,31700,NH
03061,31700,NH
03062,31700,NH
03063,31700,NH
03064,31700,NH
03070,31700,NH
03071,31700,NH
03073,14460,NH
03076,31700,NH
03076,14460,NH
03077,14460,NH
03079,14460,NH
03082,31700,NH
03084,31700,NH
03086,31700,NH
03087,14460,NH
03101,31700,NH
03102,18180,NH
03102,31700,NH
03103,31700,NH
03103,14460,NH
03104,31700,NH
03104,14460,NH
03104,18180,NH
03105,31700,NH
03106,18180,NH
03108,31700,NH
03109,31700,NH
03110,31700,NH
03111,31700,NH
03215,30150,NH
03216,18180,NH
03217,30150,NH
03218,29060,NH
03220,29060,NH
03220,18180,NH
03221,18180,NH
03222,30150,NH
03223,30150,NH
03224,18180,NH
03225,29060,NH
03226,29060,NH
03226,99999,NH
03227,99999,NH
03229,18180,NH
03230,18180,NH
03231,18180,NH
03233,18180,NH
03234,18180,NH
03235,18180,NH
03237,18180,NH
03237,29060,NH
03238,30150,NH
03240,30150,NH
03241,30150,NH
03242,31700,NH
03242,18180,NH
03243,30150,NH
03243,18180,NH
03244,18180,NH
03244,30150,NH
03244,31700,NH
03245,30150,NH
03245,29060,NH
03246,29060,NH
03249,29060,NH
03251,30150,NH
03252,29060,NH
03253,29060,NH
03254,29060,NH
03254,99999,NH
03255,18180,NH
03256,29060,NH
03257,30150,NH
03257,18180,NH
03258,18180,NH
03259,99999,NH
03260,18180,NH
03261,14460,NH
03261,18180,NH
03262,30150,NH
03263,18180,NH
03264,30150,NH
03266,30150,NH
03268,18180,NH
03269,29060,NH
03272,18180,NH
03273,18180,NH
03275,18180,NH
03276,18180,NH
03276,29060,NH
03278,18180,NH
03279,30150,NH
03280,31700,NH
03280,18180,NH
03280,28300,NH
03280,30150,NH
03281,31700,NH
03282,30150,NH
03284,30150,NH
03285,30150,NH
03287,18180,NH
03289,29060,NH
03290,14460,NH
03291,14460,NH
03299,29060,NH
03301,18180,NH
03302,18180,NH
03303,18180,NH
03304,31700,NH
03304,18180,NH
03305,18180,NH
03307,18180,NH
03431,28300,NH
03435,28300,NH
03440,31700,NH
03441,28300,NH
03442,31700,NH
03443,28300,NH
03444,28300,NH
03445,28300,NH
03446,28300,NH
03447,28300,NH
03448,28300,NH
03449,31700,NH
03450,28300,NH
03451,28300,NH
03452,28300,NH
03452,31700,NH
03455,28300,NH
03456,28300,NH
03457,28300,NH
03458,28300,NH
03458,31700,NH
03461,28300,NH
03462,28300,NH
03464,28300,NH
03465,28300,NH
03466,28300,NH
03467,28300,NH
03468,31700,NH
03469,28300,NH
03470,28300,NH
03561,30150,NH
03570,99999,NH
03574,99999,NH
03574,30150,NH
03575,99999,NH
03576,99999,NH
03579,99999,NH
03580,30150,NH
03581,99999,NH
03582,99999,NH
03583,99999,NH
03584,99999,NH
03585,30150,NH
03586,30150,NH
03588,99999,NH
03589,99999,NH
03590,99999,NH
03592,99999,NH
03593,99999,NH
03595,99999,NH
03597,99999,NH
03598,99999,NH
03598,30150,NH
03601,30150,NH
03602,30150,NH
03602,28300,NH
03603,30150,NH
03604,28300,NH
03605,30150,NH
03607,30150,NH
03608,28300,NH
03608,30150,NH
03609,28300,NH
03740,30150,NH
03741,30150,NH
03743,30150,NH
03745,30150,NH
03746,30150,NH
03748,30150,NH
03749,30150,NH
03750,30150,NH
03751,30150,NH
03752,30150,NH
03753,30150,NH
03754,30150,NH
03755,30150,NH
03756,30150,NH
03765,30150,NH
03766,30150,NH
03768,30150,NH
03769,30150,NH
03770,30150,NH
03771,30150,NH
03773,30150,NH
03774,30150,NH
03777,30150,NH
03779,30150,NH
03780,30150,NH
03781,30150,NH
03782,30150,NH
03782,18180,NH
03784,30150,NH
03785,30150,NH
03801,14460,NH
03802,14460,NH
03803,14460,NH
03804,38860,NH
03809,14460,NH
03809,29060,NH
03810,29060,NH
03811,14460,NH
03812,99999,NH
03813,99999,NH
03814,99999,NH
03815,14460,NH
03816,99999,NH
03817,99999,NH
03818,99999,NH
03819,14460,NH
03820,14460,NH
03821,14460,NH
03822,14460,NH
03823,14460,NH
03824,14460,NH
03825,14460,NH
03826,14460,NH
03827,14460,NH
03830,99999,NH
03832,99999,NH
03833,14460,NH
03835,14460,NH
03836,99999,NH
03837,29060,NH
03838,99999,NH
03839,14460,NH
03840,14460,NH
03841,14460,NH
03842,14460,NH
03843,14460,NH
03844,14460,NH
03845,99999,NH
03846,99999,NH
03847,99999,NH
03848,14460,NH
03849,99999,NH
03850,99999,NH
03851,14460,NH
03852,14460,NH
03853,99999,NH
03854,14460,NH
03855,14460,NH
03855,99999,NH
03856,14460,NH
03857,14460,NH
03858,14460,NH
03859,14460,NH
03860,99999,NH
03861,14460,NH
03862,14460,NH
03864,99999,NH
03865,14460,NH
03866,14460,NH
03867,14460,NH
03868,14460,NH
03869,14460,NH
03870,14460,NH
03871,14460,NH
03872,99999,NH
03873,14460,NH
03874,14460,NH
03875,99999,NH
03878,14460,NH
03882,99999,NH
03883,99999,NH
03884,14460,NH
03885,14460,NH
03886,99999,NH
03887,14460,NH
03887,99999,NH
03890,99999,NH
03894,99999,NH
03896,99999,NH
03897,99999,NH
03901,38860,ME
03902,38860,ME
03903,38860,ME
03904,38860,ME
03905,38860,ME
03906,38860,ME
03907,38860,ME
03908,38860,ME
03909,38860,ME
03910,38860,ME
03911,38860,ME
04001,38860,ME
04002,38860,ME
04003,38860,ME
04004,38860,ME
04005,38860,ME
04006,38860,ME
04008,38860,ME
04009,38860,ME
04010,99999,ME
04011,38860,ME
04013,38860,ME
04014,38860,ME
04015,38860,ME
04016,99999,ME
04017,38860,ME
04019,38860,ME
04020,38860,ME
04021,38860,ME
04022,38860,ME
04022,99999,ME
04024,38860,ME
04027,38860,ME
04028,38860,ME
04029,38860,ME
04030,38860,ME
04032,38860,ME
04033,38860,ME
04034,38860,ME
04037,99999,ME
04038,38860,ME
04039,38860,ME
04040,38860,ME
04040,99999,ME
04041,99999,ME
04042,38860,ME
04043,38860,ME
04046,38860,ME
04047,38860,ME
04048,38860,ME
04049,38860,ME
04050,38860,ME
04051,99999,ME
04054,38860,ME
04055,38860,ME
04056,38860,ME
04057,38860,ME
04061,38860,ME
04062,38860,ME
04063,38860,ME
04064,38860,ME
04066,38860,ME
04068,99999,ME
04069,38860,ME
04070,38860,ME
04071,38860,ME
04072,38860,ME
04073,38860,ME
04074,38860,ME
04076,38860,ME
04077,38860,ME
04078,38860,ME
04079,38860,ME
04082,38860,ME
04083,38860,ME
04084,38860,ME
04085,38860,ME
04086,38860,ME
04087,38860,ME
04088,99999,ME
04090,38860,ME
04091,38860,ME
04092,38860,ME
04093,38860,ME
04094,38860,ME
04095,38860,ME
04096,38860,ME
04097,38860,ME
04098,38860,ME
04101,38860,ME
04102,38860,ME
04103,38860,ME
04104,38860,ME
04105,38860,ME
04106,38860,ME
04107,38860,ME
04108,38860,ME
04109,38860,ME
04110,38860,ME
04112,38860,ME
04116,38860,ME
04122,38860,ME
04123,38860,ME
04124,38860,ME
04210,30340,ME
04211,30340,ME
04212,30340,ME
04216,99999,ME
04217,99999,ME
04219,99999,ME
04220,30340,ME
04220,99999,ME
04221,99999,ME
04222,30340,ME
04222,38860,ME
04223,30340,ME
04224,99999,ME
04225,99999,ME
04226,99999,ME
04227,99999,ME
04228,30340,ME
04230,30340,ME
04231,99999,ME
04234,99999,ME
04236,30340,ME
04237,99999,ME
04238,30340,ME
04238,99999,ME
04239,30340,ME
04239,99999,ME
04240,30340,ME
04241,30340,ME
04243,30340,ME
04250,30340,ME
04252,30340,ME
04252,38860,ME
04253,30340,ME
04254,12300,ME
04254,30340,ME
04255,99999,ME
04256,30340,ME
04257,99999,ME
04258,30340,ME
04258,99999,ME
04259,12300,ME
04260,30340,ME
04260,38860,ME
04261,99999,ME
04262,99999,ME
04263,30340,ME
04265,12300,ME
04266,30340,ME
04267,99999,ME
04268,99999,ME
04270,99999,ME
04270,30340,ME
04271,99999,ME
04274,30340,ME
04274,38860,ME
04275,99999,ME
04276,99999,ME
04280,30340,ME
04280,38860,ME
04281,99999,ME
04282,30340,ME
04284,12300,ME
04285,99999,ME
04286,99999,ME
04287,38860,ME
04288,30340,ME
04289,99999,ME
04290,99999,ME
04291,30340,ME
04292,99999,ME
04294,99999,ME
04330,99999,ME
04330,12300,ME
04332,12300,ME
04333,12300,ME
04336,12300,ME
04338,12300,ME
04341,99999,ME
04342,99999,ME
04343,12300,ME
04344,12300,ME
04345,38860,ME
04345,12300,ME
04346,12300,ME
04347,12300,ME
04348,99999,ME
04349,12300,ME
04350,12300,ME
04351,12300,ME
04352,12300,ME
04353,99999,ME
04353,12300,ME
04354,99999,ME
04355,12300,ME
04357,12300,ME
04357,38860,ME
04358,12300,ME
04358,99999,ME
04359,12300,ME
04360,12300,ME
04363,99999,ME
04363,12300,ME
04364,12300,ME
04401,12620,ME
04402,12620,ME
04406,99999,ME
04408,99999,ME
04410,12620,ME
04411,12620,ME
04412,12620,ME
04413,99999,ME
04414,99999,ME
04415,99999,ME
04416,99999,ME
04417,12620,ME
04418,12620,ME
04419,12620,ME
04420,99999,ME
04421,99999,ME
04422,12620,ME
04424,99999,ME
04426,99999,ME
04427,12620,ME
04428,99999,ME
04428,12620,ME
04429,12620,ME
04429,99999,ME
04430,12620,ME
04431,99999,ME
04434,12620,ME
04435,12620,ME
04438,99999,ME
04441,99999,ME
04442,99999,ME
04443,99999,ME
04444,12620,ME
04448,12620,ME
04449,12620,ME
04450,12620,ME
04451,99999,ME
04451,12620,ME
04453,12620,ME
04454,99999,ME
04455,12620,ME
04456,12620,ME
04457,12620,ME
04459,12620,ME
04459,99999,ME
04460,12620,ME
04461,12620,ME
04462,12620,ME
04463,99999,ME
04464,99999,ME
04468,12620,ME
04469,12620,ME
04471,99999,ME
04472,99999,ME
04473,12620,ME
