ZIP,CBSA,STATE_NAME
28244,16740,NC
28246,16740,NC
28247,16740,NC
28256,16740,NC
28262,16740,NC
28266,16740,NC
28269,16740,NC
28270,16740,NC
28271,16740,NC
28273,16740,NC
28274,16740,NC
28277,16740,NC
28278,16740,NC
28280,16740,NC
28281,16740,NC
28282,16740,NC
28284,16740,NC
28285,16740,NC
28287,16740,NC
28297,16740,NC
28299,16740,NC
28301,22180,NC
28302,22180,NC
28303,22180,NC
28304,22180,NC
28305,22180,NC
28306,22180,NC
28306,99999,NC
28307,22180,NC
28308,22180,NC
28309,22180,NC
28310,22180,NC
28311,22180,NC
28312,99999,NC
28312,22180,NC
28314,22180,NC
28315,38240,NC
28315,22180,NC
28318,22180,NC
28318,99999,NC
28320,99999,NC
28323,11360,NC
28325,99999,NC
28326,11360,NC
28326,41820,NC
28326,38240,NC
28327,38240,NC
28328,99999,NC
28329,99999,NC
28330,40460,NC
28331,22180,NC
28332,99999,NC
28333,24140,NC
28334,99999,NC
28334,11360,NC
28334,39580,NC
28334,22180,NC
28337,99999,NC
28338,99999,NC
28338,40460,NC
28339,11360,NC
28340,31300,NC
28341,99999,NC
28342,22180,NC
28343,29900,NC
28344,99999,NC
28344,22180,NC
28345,40460,NC
28345,29900,NC
28347,38240,NC
28347,40460,NC
28348,22180,NC
28349,99999,NC
28350,38240,NC
28351,40460,NC
28351,29900,NC
28352,29900,NC
28352,31300,NC
28353,29900,NC
28355,41820,NC
28356,22180,NC
28356,11360,NC
28357,22180,NC
28357,31300,NC
28358,31300,NC
28359,31300,NC
28360,31300,NC
28362,31300,NC
28363,40460,NC
28363,29900,NC
28364,29900,NC
28364,31300,NC
28364,22180,NC
28365,99999,NC
28365,24140,NC
28366,99999,NC
28366,39580,NC
28367,40460,NC
28368,11360,NC
28369,31300,NC
28370,38240,NC
28371,31300,NC
28371,22180,NC
28372,31300,NC
28373,38240,NC
28374,38240,NC
28375,31300,NC
28376,22180,NC
28377,31300,NC
28377,22180,NC
28378,31300,NC
28379,40460,NC
28380,40460,NC
28382,22180,NC
28382,99999,NC
28383,31300,NC
28384,99999,NC
28384,31300,NC
28384,22180,NC
28385,99999,NC
28386,31300,NC
28386,22180,NC
28387,38240,NC
28388,38240,NC
28390,22180,NC
28390,11360,NC
28391,22180,NC
28391,99999,NC
28392,99999,NC
28393,99999,NC
28394,38240,NC
28395,22180,NC
28396,29900,NC
28398,99999,NC
28399,99999,NC
28399,22180,NC
28401,48900,NC
28402,48900,NC
28403,48900,NC
28404,48900,NC
28405,48900,NC
28406,48900,NC
28408,48900,NC
28409,48900,NC
28410,48900,NC
28411,48900,NC
28412,48900,NC
28420,48900,NC
28421,99999,NC
28421,48900,NC
28422,48900,NC
28423,99999,NC
28424,99999,NC
28425,48900,NC
28428,48900,NC
28429,48900,NC
28430,99999,NC
28431,99999,NC
28432,99999,NC
28433,99999,NC
28434,99999,NC
28435,48900,NC
28435,99999,NC
28436,48900,NC
28436,99999,NC
28438,99999,NC
28439,99999,NC
28441,22180,NC
28441,99999,NC
28442,99999,NC
28443,48900,NC
28444,99999,NC
28445,27340,NC
28445,48900,NC
28447,48900,NC
28447,99999,NC
28448,99999,NC
28448,48900,NC
28449,48900,NC
28450,99999,NC
28451,48900,NC
28452,48900,NC
28453,99999,NC
28454,27340,NC
28454,48900,NC
28455,99999,NC
28456,48900,NC
28456,99999,NC
28457,48900,NC
28458,99999,NC
28459,48900,NC
28460,27340,NC
28461,48900,NC
28462,48900,NC
28463,99999,NC
28464,99999,NC
28465,48900,NC
28466,48900,NC
28466,99999,NC
28467,48900,NC
28468,48900,NC
28469,48900,NC
28470,48900,NC
28472,99999,NC
28478,48900,NC
28478,99999,NC
28479,48900,NC
28480,48900,NC
28501,28820,NC
28501,99999,NC
28501,35100,NC
28504,35100,NC
28504,28820,NC
28508,99999,NC
28509,35100,NC
28510,35100,NC
28511,33980,NC
28512,33980,NC
28513,24780,NC
28513,99999,NC
28515,35100,NC
28516,33980,NC
28518,27340,NC
28518,99999,NC
28519,35100,NC
28520,33980,NC
28521,99999,NC
28521,27340,NC
28522,35100,NC
28523,35100,NC
28524,33980,NC
28525,99999,NC
28525,28820,NC
28526,35100,NC
28526,28820,NC
28527,35100,NC
28528,33980,NC
28529,35100,NC
28530,35100,NC
28530,24780,NC
28530,99999,NC
28530,28820,NC
28531,33980,NC
28532,33980,NC
28532,35100,NC
28533,35100,NC
28537,35100,NC
28538,28820,NC
28538,99999,NC
28539,27340,NC
28540,27340,NC
28541,27340,NC
28542,27340,NC
28543,27340,NC
28544,27340,NC
28545,27340,NC
28546,27340,NC
28547,27340,NC
28551,28820,NC
28551,24140,NC
28551,99999,NC
28552,35100,NC
28553,33980,NC
28554,99999,NC
28555,33980,NC
28555,35100,NC
28555,27340,NC
28556,35100,NC
28557,33980,NC
28560,35100,NC
28561,35100,NC
28562,35100,NC
28563,35100,NC
28564,35100,NC
28570,33980,NC
28571,35100,NC
28572,35100,NC
28572,99999,NC
28572,28820,NC
28572,27340,NC
28573,35100,NC
28574,27340,NC
28574,35100,NC
28574,99999,NC
28575,33980,NC
28577,33980,NC
28578,28820,NC
28578,24140,NC
28578,99999,NC
28579,33980,NC
28580,99999,NC
28580,28820,NC
28581,33980,NC
28582,33980,NC
28582,27340,NC
28583,35100,NC
28584,33980,NC
28584,27340,NC
28585,35100,NC
28586,24780,NC
28586,47820,NC
28586,35100,NC
28587,35100,NC
28590,24780,NC
28594,33980,NC
28601,25860,NC
28602,25860,NC
28603,25860,NC
28604,99999,NC
28604,14380,NC
28605,25860,NC
28605,99999,NC
28605,14380,NC
28606,35900,NC
28606,25860,NC
28607,99999,NC
28607,14380,NC
28608,14380,NC
28609,25860,NC
28610,25860,NC
28611,99999,NC
28611,25860,NC
28612,43140,NC
28612,25860,NC
28613,25860,NC
28615,99999,NC
28616,99999,NC
28617,99999,NC
28618,14380,NC
28618,35900,NC
28619,25860,NC
28621,35900,NC
28621,34340,NC
28622,99999,NC
28622,14380,NC
28623,99999,NC
28623,34340,NC
28624,35900,NC
28624,25860,NC
28625,49180,NC
28625,16740,NC
28625,25860,NC
28626,99999,NC
28627,99999,NC
28628,25860,NC
28629,99999,NC
28630,25860,NC
28631,99999,NC
28633,25860,NC
28634,16740,NC
28634,49180,NC
28635,35900,NC
28636,16740,NC
28636,25860,NC
28637,25860,NC
28638,25860,NC
28640,99999,NC
28640,35900,NC
28641,25860,NC
28642,35900,NC
28642,49180,NC
28643,99999,NC
28644,35900,NC
28644,99999,NC
28645,14380,NC
28645,25860,NC
28645,35900,NC
28646,99999,NC
28647,25860,NC
28649,35900,NC
28650,16740,NC
28650,25860,NC
28651,35900,NC
28652,99999,NC
28653,99999,NC
28654,35900,NC
28654,25860,NC
28655,11700,NC
28655,32000,NC
28655,25860,NC
28656,35900,NC
28657,99999,NC
28657,32000,NC
28657,25860,NC
28658,25860,NC
28659,35900,NC
28660,16740,NC
28661,25860,NC
28662,99999,NC
28663,99999,NC
28664,99999,NC
28665,35900,NC
28666,25860,NC
28667,25860,NC
28668,99999,NC
28669,35900,NC
28670,35900,NC
28671,25860,NC
28672,99999,NC
28673,25860,NC
28673,16740,NC
28675,35900,NC
28675,99999,NC
28676,35900,NC
28676,34340,NC
28677,16740,NC
28678,25860,NC
28678,16740,NC
28679,14380,NC
28679,99999,NC
28680,25860,NC
28681,25860,NC
28682,25860,NC
28683,35900,NC
28683,34340,NC
28684,99999,NC
28684,14380,NC
28685,35900,NC
28687,16740,NC
28688,16740,NC
28689,25860,NC
28689,49180,NC
28689,16740,NC
28689,35900,NC
28690,25860,NC
28692,14380,NC
28693,99999,NC
28694,99999,NC
28694,35900,NC
28697,35900,NC
28698,14380,NC
28698,99999,NC
28699,16740,NC
28701,11700,NC
28702,99999,NC
28704,11700,NC
28705,99999,NC
28707,99999,NC
28708,14820,NC
28709,11700,NC
28710,11700,NC
28711,22580,NC
28711,32000,NC
28711,11700,NC
28712,14820,NC
28713,99999,NC
28714,32000,NC
28714,99999,NC
28714,11700,NC
28715,48200,NC
28715,11700,NC
28716,11700,NC
28716,48200,NC
28717,99999,NC
28718,14820,NC
28719,48200,NC
28719,99999,NC
28720,22580,NC
28721,11700,NC
28721,48200,NC
28722,99999,NC
28723,99999,NC
28723,48200,NC
28724,11700,NC
28725,99999,NC
28726,11700,NC
28727,11700,NC
28728,11700,NC
28729,11700,NC
28730,11700,NC
28731,99999,NC
28731,11700,NC
28732,11700,NC
28733,99999,NC
28734,99999,NC
28735,11700,NC
28736,99999,NC
28738,48200,NC
28739,14820,NC
28739,11700,NC
28740,99999,NC
28741,99999,NC
28742,11700,NC
28742,14820,NC
28743,48200,NC
28743,11700,NC
28744,99999,NC
28745,48200,NC
28746,11700,NC
28746,22580,NC
28747,99999,NC
28747,14820,NC
28748,11700,NC
28749,32000,NC
28750,99999,NC
28751,48200,NC
28751,99999,NC
28752,22580,NC
28752,32000,NC
28752,99999,NC
28753,11700,NC
28754,11700,NC
28754,99999,NC
28755,99999,NC
28756,99999,NC
28756,22580,NC
28756,11700,NC
28757,11700,NC
28758,11700,NC
28759,11700,NC
28759,14820,NC
28760,11700,NC
28761,25860,NC
28761,32000,NC
28762,32000,NC
28762,11700,NC
28763,99999,NC
28765,99999,NC
28766,11700,NC
28766,14820,NC
28768,11700,NC
28768,14820,NC
28770,11700,NC
28771,99999,NC
28772,14820,NC
28773,11700,NC
28773,99999,NC
28774,99999,NC
28774,14820,NC
28775,99999,NC
28776,11700,NC
28777,99999,NC
28777,32000,NC
28778,11700,NC
28779,99999,NC
28779,48200,NC
28781,99999,NC
28782,99999,NC
28783,14820,NC
28783,99999,NC
28784,11700,NC
28785,48200,NC
28786,48200,NC
28787,11700,NC
28788,99999,NC
28789,99999,NC
28790,11700,NC
28791,11700,NC
28792,99999,NC
28792,11700,NC
28793,11700,NC
28801,11700,NC
28802,11700,NC
28803,11700,NC
28804,11700,NC
28805,11700,NC
28806,11700,NC
28810,11700,NC
28813,11700,NC
28814,11700,NC
28815,11700,NC
28816,11700,NC
28901,99999,NC
28902,99999,NC
28903,99999,NC
28904,99999,NC
28905,99999,NC
28906,99999,NC
28909,99999,NC
29001,44940,SC
29001,99999,SC
29002,17900,SC
29003,99999,SC
29006,17900,SC
29006,12260,SC
29009,17900,SC
29009,99999,SC
29010,17900,SC
29010,99999,SC
29014,17900,SC
29014,16740,SC
29015,17900,SC
29016,17900,SC
29018,36700,SC
29018,16700,SC
29020,99999,SC
29020,17900,SC
29021,17900,SC
29030,36700,SC
29030,17900,SC
29031,16740,SC
29031,17900,SC
29031,43900,SC
29032,17900,SC
29032,99999,SC
29033,17900,SC
29036,17900,SC
29036,35140,SC
29037,17900,SC
29037,35140,SC
29037,24860,SC
29038,36700,SC
29038,99999,SC
29039,36700,SC
29040,99999,SC
29040,44940,SC
29041,99999,SC
29042,99999,SC
29044,17900,SC
29045,17900,SC
29046,99999,SC
29047,36700,SC
29047,17900,SC
29048,36700,SC
29051,44940,SC
29051,99999,SC
29052,17900,SC
29053,17900,SC
29054,17900,SC
29055,16740,SC
29055,17900,SC
29056,99999,SC
29058,17900,SC
29058,16740,SC
29059,36700,SC
29059,16700,SC
29061,17900,SC
29062,44940,SC
29063,17900,SC
29065,17900,SC
29067,17900,SC
29067,16740,SC
29069,22500,SC
29069,99999,SC
29070,35140,SC
29070,17900,SC
29071,17900,SC
29072,17900,SC
29073,17900,SC
29074,17900,SC
29075,35140,SC
29075,17900,SC
29078,17900,SC
29079,22500,SC
29080,44940,SC
29080,99999,SC
29081,99999,SC
29082,99999,SC
29101,99999,SC
29101,22500,SC
29102,99999,SC
29102,44940,SC
29104,44940,SC
29104,99999,SC
29105,17900,SC
29105,12260,SC
29107,36700,SC
29108,35140,SC
29111,99999,SC
29112,36700,SC
29112,17900,SC
29113,36700,SC
29114,44940,SC
29114,99999,SC
29114,22500,SC
29115,36700,SC
29116,36700,SC
29117,36700,SC
29118,17900,SC
29118,36700,SC
29122,35140,SC
29123,17900,SC
29125,99999,SC
29125,44940,SC
29126,35140,SC
29127,17900,SC
29127,35140,SC
29128,99999,SC
29128,17900,SC
29128,44940,SC
29129,12260,SC
29129,17900,SC
29130,17900,SC
29132,17900,SC
29133,36700,SC
29135,17900,SC
29135,36700,SC
29137,36700,SC
29137,12260,SC
29138,12260,SC
29138,17900,SC
29138,24940,SC
29142,36700,SC
29145,35140,SC
29146,12260,SC
29146,36700,SC
29147,17900,SC
29148,99999,SC
29150,44940,SC
29151,44940,SC
29152,44940,SC
29153,99999,SC
29153,44940,SC
29154,44940,SC
29160,36700,SC
29160,17900,SC
29161,22500,SC
29162,44940,SC
29162,99999,SC
29163,36700,SC
29164,12260,SC
29166,17900,SC
29168,44940,SC
29169,17900,SC
29170,17900,SC
29171,17900,SC
29172,17900,SC
29175,17900,SC
29177,17900,SC
29178,24860,SC
29178,43900,SC
29178,35140,SC
29180,17900,SC
29201,17900,SC
29202,17900,SC
29203,17900,SC
29204,17900,SC
29205,17900,SC
29206,17900,SC
29207,17900,SC
29208,17900,SC
29209,17900,SC
29210,17900,SC
29211,17900,SC
29212,17900,SC
29214,17900,SC
29215,17900,SC
29216,17900,SC
29217,17900,SC
29218,17900,SC
29219,17900,SC
29220,17900,SC
29221,17900,SC
29222,17900,SC
29223,17900,SC
29224,17900,SC
29225,17900,SC
29226,17900,SC
29227,17900,SC
29229,17900,SC
29230,17900,SC
29240,17900,SC
29250,17900,SC
29260,17900,SC
29290,17900,SC
29292,17900,SC
29301,43900,SC
29302,43900,SC
29303,43900,SC
29304,43900,SC
29305,43900,SC
29306,43900,SC
29306,23500,SC
29307,43900,SC
29307,23500,SC
29316,43900,SC
29319,43900,SC
29320,43900,SC
29321,43900,SC
29322,43900,SC
29322,24860,SC
29323,43900,SC
29323,23500,SC
29324,43900,SC
29325,24860,SC
29329,43900,SC
29330,43900,SC
29330,23500,SC
29331,43900,SC
29332,35140,SC
29332,24860,SC
29333,43900,SC
29334,43900,SC
29335,24860,SC
29335,43900,SC
29336,43900,SC
29338,43900,SC
29340,23500,SC
29341,23500,SC
29346,43900,SC
29348,43900,SC
29349,43900,SC
29351,24860,SC
29353,43900,SC
29355,24860,SC
29355,35140,SC
29356,24860,SC
29356,43900,SC
29360,24860,SC
29364,43900,SC
29365,43900,SC
29368,43900,SC
29369,43900,SC
29370,24860,SC
29370,35140,SC
29372,23500,SC
29372,43900,SC
29373,43900,SC
29374,43900,SC
29375,43900,SC
29376,43900,SC
29377,43900,SC
29378,43900,SC
29379,43900,SC
29384,24860,SC
29385,43900,SC
29386,43900,SC
29388,43900,SC
29388,24860,SC
29395,43900,SC
29401,16700,SC
29402,16700,SC
29403,16700,SC
29404,16700,SC
29405,16700,SC
29406,16700,SC
29407,16700,SC
29409,16700,SC
29410,16700,SC
29412,16700,SC
29413,16700,SC
29414,16700,SC
29415,16700,SC
29416,16700,SC
29417,16700,SC
29418,16700,SC
29419,16700,SC
29420,16700,SC
29422,16700,SC
29423,16700,SC
29424,16700,SC
29425,16700,SC
29426,16700,SC
29429,16700,SC
29431,16700,SC
29432,36700,SC
29432,16700,SC
29432,99999,SC
29434,16700,SC
29435,99999,SC
29436,36700,SC
29436,16700,SC
29437,16700,SC
29438,99999,SC
29438,16700,SC
29439,16700,SC
29440,99999,SC
29440,34680,SC
29442,34680,SC
29445,16700,SC
29446,99999,SC
29447,16700,SC
29448,16700,SC
29449,16700,SC
29450,16700,SC
29451,16700,SC
29452,99999,SC
29453,16700,SC
29455,16700,SC
29456,16700,SC
29457,16700,SC
29458,16700,SC
29461,16700,SC
29464,16700,SC
29465,16700,SC
29466,16700,SC
29468,16700,SC
29469,16700,SC
29470,16700,SC
29471,16700,SC
29471,36700,SC
29472,16700,SC
29472,99999,SC
29474,99999,SC
29475,99999,SC
29476,16700,SC
29477,16700,SC
29477,36700,SC
29479,16700,SC
29481,99999,SC
29481,16700,SC
29482,16700,SC
29483,16700,SC
29484,16700,SC
29485,16700,SC
29486,16700,SC
29487,16700,SC
29488,99999,SC
29492,16700,SC
29493,99999,SC
29501,22500,SC
29502,22500,SC
29503,22500,SC
29505,22500,SC
29506,22500,SC
29510,99999,SC
29510,34680,SC
29511,34820,SC
29512,99999,SC
29516,99999,SC
29518,99999,SC
29519,99999,SC
29520,99999,SC
29525,99999,SC
29526,34820,SC
29527,34820,SC
29528,34820,SC
29530,22500,SC
29532,22500,SC
29536,99999,SC
29540,22500,SC
29541,22500,SC
29543,99999,SC
29544,34820,SC
29545,34820,SC
29546,99999,SC
29547,99999,SC
29550,22500,SC
29550,99999,SC
29551,22500,SC
29554,34680,SC
29554,99999,SC
29554,22500,SC
29555,99999,SC
29555,22500,SC
29555,34680,SC
29556,99999,SC
29560,22500,SC
29560,99999,SC
29563,99999,SC
29564,99999,SC
29565,99999,SC
29566,34820,SC
29567,99999,SC
29568,34820,SC
29569,34820,SC
29570,99999,SC
29571,99999,SC
29572,34820,SC
29574,99999,SC
29575,34820,SC
29576,34680,SC
29576,34820,SC
29577,34820,SC
29578,34820,SC
29579,34820,SC
29580,99999,SC
29581,34820,SC
29581,99999,SC
29582,34820,SC
29583,22500,SC
29584,99999,SC
29585,34680,SC
29587,34820,SC
29588,34820,SC
29589,99999,SC
29590,99999,SC
29591,22500,SC
29592,99999,SC
29593,22500,SC
29593,99999,SC
29594,99999,SC
29596,99999,SC
29597,34820,SC
29598,34820,SC
29601,24860,SC
29602,24860,SC
29603,24860,SC
29604,24860,SC
29605,24860,SC
29606,24860,SC
29607,24860,SC
29608,24860,SC
29609,24860,SC
29610,24860,SC
29611,24860,SC
29612,24860,SC
29613,24860,SC
29614,24860,SC
29615,24860,SC
29616,24860,SC
29617,24860,SC
29620,99999,SC
29620,24860,SC
29620,24940,SC
29621,24860,SC
29622,24860,SC
29623,24860,SC
29624,24860,SC
29625,24860,SC
29626,24860,SC
29627,24940,SC
29627,24860,SC
29628,24940,SC
29628,99999,SC
29630,24860,SC
29631,24860,SC
29632,24860,SC
29633,24860,SC
29634,24860,SC
29635,24860,SC
29636,24860,SC
29638,24940,SC
29639,24940,SC
29640,24860,SC
29641,24860,SC
29642,24860,SC
29643,24860,SC
29643,42860,SC
29644,24860,SC
29644,43900,SC
29645,43900,SC
29645,24860,SC
29646,24940,SC
29647,24940,SC
29648,24940,SC
29649,24940,SC
29650,24860,SC
29650,43900,SC
29651,43900,SC
29651,24860,SC
29652,24860,SC
29653,24940,SC
29654,24940,SC
29654,24860,SC
29655,24940,SC
29655,24860,SC
29656,24860,SC
29657,24860,SC
29658,42860,SC
29659,24940,SC
29661,24860,SC
29662,24860,SC
29664,42860,SC
29665,42860,SC
29666,24940,SC
29666,17900,SC
29667,24860,SC
29669,24860,SC
29670,24860,SC
29671,24860,SC
29672,42860,SC
29673,24860,SC
29675,42860,SC
29676,42860,SC
29677,24860,SC
29678,42860,SC
29679,42860,SC
29680,24860,SC
29681,24860,SC
29682,24860,SC
29683,24860,SC
29684,24860,SC
29685,24860,SC
29686,42860,SC
29687,24860,SC
29688,24860,SC
29689,42860,SC
29689,24860,SC
29690,24860,SC
29691,42860,SC
29692,24860,SC
29692,24940,SC
29693,42860,SC
29695,24940,SC
29696,42860,SC
29697,24860,SC
29702,23500,SC
29702,16740,SC
29703,16740,SC
29704,16740,SC
29706,16740,SC
29707,16740,SC
29708,16740,SC
29709,99999,SC
29710,16740,SC
29712,16740,SC
29714,16740,SC
29715,16740,SC
29716,16740,SC
29717,16740,SC
29718,16740,SC
29718,17900,SC
29718,99999,SC
29720,99999,SC
29720,16740,SC
29721,16740,SC
29726,16740,SC
29727,99999,SC
29728,99999,SC
29729,16740,SC
29730,16740,SC
29731,16740,SC
29732,16740,SC
29733,16740,SC
29734,16740,SC
29741,99999,SC
29742,16740,SC
29743,16740,SC
29743,23500,SC
29744,16740,SC
29745,16740,SC
29801,12260,SC
29802,12260,SC
29803,12260,SC
29804,12260,SC
29805,12260,SC
29808,99999,SC
29809,12260,SC
29810,99999,SC
29812,99999,SC
29813,99999,SC
29816,12260,SC
29817,99999,SC
29819,99999,SC
29819,24940,SC
29821,12260,SC
29821,99999,SC
29822,12260,SC
29824,12260,SC
29824,17900,SC
29826,99999,SC
29827,99999,SC
29828,12260,SC
29829,12260,SC
29831,12260,SC
29832,17900,SC
29832,12260,SC
29834,12260,SC
29835,99999,SC
29835,12260,SC
29836,99999,SC
29838,99999,SC
29838,12260,SC
29839,12260,SC
29840,99999,SC
29841,12260,SC
29842,12260,SC
29843,99999,SC
29844,99999,SC
29845,99999,SC
29845,12260,SC
29846,99999,SC
29847,12260,SC
29848,17900,SC
29848,99999,SC
29848,24940,SC
29849,99999,SC
29850,12260,SC
29851,12260,SC
29853,12260,SC
29853,99999,SC
29856,12260,SC
29860,12260,SC
29861,12260,SC
29899,99999,SC
29901,25940,SC
29902,25940,SC
29903,25940,SC
29904,25940,SC
29905,25940,SC
29906,25940,SC
29907,25940,SC
29909,25940,SC
29910,25940,SC
29911,99999,SC
29912,25940,SC
29915,25940,SC
29916,25940,SC
29916,99999,SC
29918,99999,SC
29920,25940,SC
29921,99999,SC
29922,25940,SC
29922,99999,SC
29923,99999,SC
29924,99999,SC
29925,25940,SC
29926,25940,SC
29927,25940,SC
29928,25940,SC
29929,99999,SC
29931,25940,SC
29932,99999,SC
29933,99999,SC
29934,99999,SC
29934,25940,SC
29935,25940,SC
29936,25940,SC
29938,25940,SC
29939,99999,SC
29940,25940,SC
29941,25940,SC
29943,25940,SC
29944,25940,SC
29944,99999,SC
29945,25940,SC
29945,99999,SC
30002,12060,GA
30003,12060,GA
30004,12060,GA
30005,12060,GA
30006,12060,GA
30007,12060,GA
30008,12060,GA
30009,12060,GA
30010,12060,GA
30011,12060,GA
30012,12060,GA
30013,12060,GA
30014,12060,GA
30015,12060,GA
30016,12060,GA
30017,12060,GA
30018,12060,GA
30019,12060,GA
30021,12060,GA
30022,12060,GA
30023,12060,GA
30024,12060,GA
30025,12060,GA
30028,12060,GA
30030,12060,GA
30031,12060,GA
30032,12060,GA
30033,12060,GA
30034,12060,GA
30035,12060,GA
30036,12060,GA
30037,12060,GA
30038,12060,GA
30039,12060,GA
30040,12060,GA
30041,12060,GA
30042,12060,GA
30043,12060,GA
30044,12060,GA
30045,12060,GA
30046,12060,GA
30047,12060,GA
30048,12060,GA
30049,12060,GA
30052,12060,GA
30054,12060,GA
30055,12060,GA
30056,12060,GA
30058,12060,GA
30060,12060,GA
30061,12060,GA
30062,12060,GA
30063,12060,GA
30064,12060,GA
30065,12060,GA
30066,12060,GA
30067,12060,GA
30068,12060,GA
30069,12060,GA
30070,12060,GA
30071,12060,GA
30072,12060,GA
30074,12060,GA
30075,12060,GA
30076,12060,GA
30077,12060,GA
30078,12060,GA
30079,12060,GA
30080,12060,GA
30081,12060,GA
30082,12060,GA
30083,12060,GA
30084,12060,GA
30085,12060,GA
30086,12060,GA
30087,12060,GA
30088,12060,GA
30090,12060,GA
30091,12060,GA
30092,12060,GA
30093,12060,GA
30094,12060,GA
30095,12060,GA
30096,12060,GA
30097,12060,GA
30098,12060,GA
30099,12060,GA
30101,12060,GA
30102,12060,GA
30103,15660,GA
30103,12060,GA
30103,40660,GA
30104,12060,GA
30104,40660,GA
30104,16340,GA
30105,44900,GA
30105,40660,GA
30106,12060,GA
30107,12060,GA
30108,12060,GA
30109,12060,GA
30110,12060,GA
30111,12060,GA
30112,12060,GA
30113,12060,GA
30113,16340,GA
30114,12060,GA
30115,12060,GA
30116,12060,GA
30117,12060,GA
30118,12060,GA
30119,12060,GA
30120,12060,GA
30121,12060,GA
30122,12060,GA
30123,12060,GA
30124,40660,GA
30124,16340,GA
30125,40660,GA
30125,16340,GA
30126,12060,GA
30127,12060,GA
30129,40660,GA
30132,12060,GA
30133,12060,GA
30134,12060,GA
30135,12060,GA
30137,12060,GA
30138,16340,GA
30139,15660,GA
30139,12060,GA
30140,12060,GA
30141,12060,GA
30142,12060,GA
30143,12060,GA
30143,99999,GA
30144,12060,GA
30145,40660,GA
30145,12060,GA
30146,12060,GA
30147,16340,GA
30147,40660,GA
30148,12060,GA
30149,40660,GA
30150,12060,GA
30151,12060,GA
30152,12060,GA
30153,16340,GA
30153,12060,GA
30154,12060,GA
30156,12060,GA
30157,12060,GA
30160,12060,GA
30161,40660,GA
30161,12060,GA
30162,40660,GA
30164,40660,GA
30165,44900,GA
30165,40660,GA
30168,12060,GA
30169,12060,GA
30170,12060,GA
30171,12060,GA
30171,15660,GA
30172,40660,GA
30173,16340,GA
30173,40660,GA
30175,15660,GA
30175,12060,GA
30175,99999,GA
30176,12060,GA
30177,12060,GA
30178,16340,GA
30178,12060,GA
30179,12060,GA
30180,12060,GA
30182,12060,GA
30183,12060,GA
30184,12060,GA
30185,12060,GA
30187,12060,GA
30188,12060,GA
30189,12060,GA
30204,99999,GA
30204,31420,GA
30204,45580,GA
30205,12060,GA
30206,12060,GA
30212,12060,GA
30213,12060,GA
30214,12060,GA
30215,12060,GA
30216,12060,GA
30217,12060,GA
30217,29300,GA
30218,12060,GA
30220,12060,GA
30220,29300,GA
30222,12060,GA
30223,12060,GA
30224,99999,GA
30224,12060,GA
30228,12060,GA
30229,12060,GA
30230,29300,GA
30230,12060,GA
30233,99999,GA
30233,12060,GA
30233,31420,GA
30234,12060,GA
30236,12060,GA
30237,12060,GA
30238,12060,GA
30240,29300,GA
30240,12060,GA
30241,12060,GA
30241,29300,GA
30248,12060,GA
30250,12060,GA
30251,12060,GA
30252,12060,GA
30253,12060,GA
30256,12060,GA
30256,99999,GA
30256,45580,GA
30257,99999,GA
30257,12060,GA
30258,45580,GA
30258,12060,GA
30259,12060,GA
30260,12060,GA
30261,29300,GA
30263,12060,GA
30264,12060,GA
30265,12060,GA
30266,12060,GA
30268,12060,GA
30269,12060,GA
30271,12060,GA
30272,12060,GA
30273,12060,GA
30274,12060,GA
30275,12060,GA
30276,12060,GA
30277,12060,GA
30281,12060,GA
30284,12060,GA
30285,12060,GA
30285,45580,GA
30285,99999,GA
30286,45580,GA
30287,12060,GA
30288,12060,GA
30289,12060,GA
30290,12060,GA
30291,12060,GA
30292,12060,GA
30293,12060,GA
30294,12060,GA
30295,99999,GA
30295,12060,GA
30296,12060,GA
30297,12060,GA
30298,12060,GA
30301,12060,GA
30302,12060,GA
30303,12060,GA
30304,12060,GA
30305,12060,GA
30306,12060,GA
30307,12060,GA
30308,12060,GA
30309,12060,GA
30310,12060,GA
30311,12060,GA
30312,12060,GA
30313,12060,GA
30314,12060,GA
30315,12060,GA
30316,12060,GA
30317,12060,GA
30318,12060,GA
30319,12060,GA
30320,12060,GA
30321,12060,GA
30322,12060,GA
30324,12060,GA
30325,12060,GA
30326,12060,GA
30327,12060,GA
30328,12060,GA
30329,12060,GA
30331,12060,GA
30332,12060,GA
30333,12060,GA
30334,12060,GA
30336,12060,GA
30337,12060,GA
30338,12060,GA
30339,12060,GA
30340,12060,GA
30341,12060,GA
30342,12060,GA
30343,12060,GA
30344,12060,GA
30345,12060,GA
30346,12060,GA
30349,12060,GA
30350,12060,GA
30354,12060,GA
30355,12060,GA
30356,12060,GA
30357,12060,GA
30358,12060,GA
30359,12060,GA
30360,12060,GA
30361,12060,GA
30362,12060,GA
30363,12060,GA
30364,12060,GA
30366,12060,GA
30368,12060,GA
30369,12060,GA
30377,12060,GA
30378,12060,GA
30380,12060,GA
30385,12060,GA
30388,12060,GA
30396,12060,GA
30398,12060,GA
30401,99999,GA
30410,47080,GA
30411,99999,GA
30411,20140,GA
30412,47080,GA
30413,99999,GA
30413,20140,GA
30414,44340,GA
30415,44340,GA
30417,44340,GA
30417,99999,GA
30420,44340,GA
30420,99999,GA
30421,44340,GA
30421,99999,GA
